,degree,betweenness,closeness,eigenvector,display_name,n_costars,n_collaborations,n_films,avg_distance_giant_component,most_important_costar
אורנה_פורת,0.011764705882352941,0.0016969233476290516,0.2737490657868354,0.0018858152266781236,אורנה פורת,13,13,2,3.266194331983806,יגאל נאור
גל_זייד,0.00904977375565611,0.0016923870814946817,0.27937641849908845,0.0014103730888837293,גל זייד,10,10,3,3.200404858299595,ריימונד אמסלם
דניאל_ליטמן,0.01809954751131222,0.0016638535713515254,0.2708118440509251,0.011353540487267612,דניאל ליטמן,20,20,2,3.3016194331983804,יפה לוי
אוראל_צברי,0.037104072398190045,0.001660656809470485,0.28982553651381815,0.23395569148986545,אוראל צברי,41,59,3,3.08502024291498,אוולין הגואל
רמי_קאשי,0.02986425339366516,0.0016278514727504835,0.27937641849908845,0.11721840849521128,רמי קאשי,33,34,2,3.200404858299595,אוולין הגואל
מאור_כהן,0.00904977375565611,0.0016206675197259423,0.24031235998207773,9.422813821845833e-05,מאור כהן,10,10,2,3.720647773279352,דב נבון
נטע_ריסקין,0.0036199095022624436,0.001618138894353728,0.22814778804083619,0.00021027278571777563,נטע ריסקין,4,4,2,3.919028340080972,עירית קפלן
אסף_בן_שמעון,0.005429864253393665,0.001618138894353728,0.26027938576727094,0.0018263437875501937,אסף בן שמעון,6,6,2,3.435222672064777,ששון גבאי
__name__:אסי דיין,0.0018099547511312218,0.001618138894353728,0.19630849673202616,4.058365813572779e-06,אסי דיין,2,2,2,4.554655870445344,טינקרבל
הלנה_ירלובה,0.0027149321266968325,0.001618138894353728,0.23363878214602427,0.000344892277866985,הלנה ירלובה,3,3,2,3.826923076923077,דרור קרן
דן_תורן,0.004524886877828055,0.0016181388943537279,0.2283837216375692,0.00013194085448237948,דן תורן,5,5,2,3.91497975708502,יחזקאל לזרוב
יערה_פלציג,0.007239819004524887,0.0015801072002847862,0.24926304607621833,0.00036489030661180716,יערה פלציג,8,8,2,3.5870445344129553,מנשה נוי
אילן_דר,0.007239819004524887,0.00154971835069441,0.25355575065847236,0.0006739805386194382,אילן דר,8,8,3,3.526315789473684,זאב רווח
יהודה_לוי_(שחקן),0.015384615384615385,0.0014981946337979239,0.24349179583630587,0.00014164431328161318,יהודה לוי,17,17,3,3.672064777327935,חנן סביון
עידו_טאקו,0.00904977375565611,0.0014821681027033888,0.24189163069389863,0.000337384935532709,עידו טאקו,10,10,2,3.6963562753036436,נטע גרטי
__name__:ניתאי גבירץ,0.005429864253393665,0.0014645929860807325,0.22685881748693315,4.082814608827907e-05,ניתאי גבירץ,6,6,2,3.9412955465587043,אורלי זילברשץ
ליאנה_עיון,0.017194570135746608,0.001463548384289974,0.2703973784187688,0.005237007473684686,ליאנה עיון,19,29,3,3.3066801619433197,ריימונד אמסלם
ג'וליה_מסלאווי,0.01809954751131222,0.0014069698005093599,0.27955323901712587,0.04155710846157311,ג'וליה מסלאווי,20,21,2,3.1983805668016196,יגאל עדיקא
אלון_דהן_(שחקן),0.012669683257918552,0.001394288191039883,0.28432192960866354,0.011329786972732864,אלון דהן,14,14,2,3.1447368421052633,הרצל טובי
שלום_מיכאלשווילי,0.008144796380090498,0.001384585685097738,0.23401012855473313,0.0006471908921139377,שלום מיכאלשווילי,9,12,3,3.82085020242915,ציון ברוך
אביטל_אברג'יל,0.0036199095022624436,0.0013822984668292971,0.24968576463937753,0.00018857871945263796,אביטל אברג'יל,4,4,2,3.580971659919028,משה איבגי
עינת_שרוף,0.015384615384615385,0.001376263394262228,0.27006671821892925,0.01855323453564888,עינת שרוף,17,17,2,3.3107287449392713,אוולין הגואל
אלדד_פריבס,0.00995475113122172,0.0013699543264165826,0.2614348136413488,0.001077488713445613,אלדד פריבס,11,11,2,3.4200404858299596,ריימונד אמסלם
איצ'ו_אביטל,0.005429864253393665,0.0013658550690374732,0.20077005347593585,9.535429640447887e-06,איצ'ו אביטל,6,6,2,4.4534412955465585,ישי גולן
יעל_טוקר,0.007239819004524887,0.0013304290054048035,0.24057413815199283,8.331414170113848e-05,יעל טוקר,8,8,2,3.716599190283401,צחי גראד
תומר_שרון,0.00904977375565611,0.001308231184383472,0.25860311337649816,0.006839030274794505,תומר שרון,10,10,2,3.45748987854251,שלומי קוריאט
גבי_עמרני,0.005429864253393665,0.0012981647211396392,0.2365796023819276,0.0003035778716115596,גבי עמרני,6,7,3,3.779352226720648,שמיל בן ארי
גיא_עמיר,0.013574660633484163,0.0012951181155877816,0.28223266303326444,0.002233022738404064,גיא עמיר,15,19,3,3.168016194331984,יגאל נאור
לאורה_ריבלין,0.0036199095022624436,0.0012798847008288624,0.2634620445255346,0.0005272679006836949,לאורה ריבלין,4,4,2,3.3937246963562755,שרון אלכסנדר
אסי_כהן,0.016289592760180997,0.0012530007469768864,0.2498269896193772,0.00020142438636527456,אסי כהן,18,19,3,3.5789473684210527,חנן סביון
אסנת_פישמן,0.008144796380090498,0.0012277925346536375,0.2631481189437348,0.0003340872631411055,אסנת פישמן,9,9,2,3.3977732793522266,אריה צ'רנר
גל_אמיתי,0.00995475113122172,0.001206685140634744,0.26104853288833263,0.0008334862758188501,גל אמיתי,11,11,2,3.425101214574899,יגאל נאור
יעל_גרובגלס,0.006334841628959276,0.001112563459146255,0.27122758222109844,0.006190170734337521,יעל גרובגלס,7,7,2,3.2965587044534415,עפר שכטר
משה_אשכנזי_(שחקן),0.005429864253393665,0.0010861067307397624,0.2511052402768953,0.000616369731477749,משה אשכנזי,6,6,2,3.5607287449392713,אביב אלוש
נטלי_פורטמן,0.004524886877828055,0.001080189448046959,0.23798174442190673,8.642812100080448e-05,נטלי פורטמן,5,5,2,3.757085020242915,חנה לסלאו
אלי_אלטוניו,0.007239819004524887,0.001051319937864409,0.2460006224712107,0.0005620611463279477,אלי אלטוניו,8,8,2,3.6346153846153846,זאב רווח
עמית_רהב,0.014479638009049774,0.001025850296144728,0.26891574894798104,0.0049871734209859225,עמית רהב,16,26,3,3.324898785425101,ריימונד אמסלם
דן_תורג'מן,0.008144796380090498,0.0010222357706019401,0.2676934046345811,0.0004721632710817857,דן תורג'מן,9,9,2,3.340080971659919,משה איבגי
מאור_לוי_(שחקן),0.01085972850678733,0.0010149686527057757,0.2678557414475796,0.007404966418798733,מאור לוי,12,12,2,3.338056680161943,עדי אלון
__name__:רועי אסף,0.007239819004524887,0.0009879666622592453,0.254946099651982,0.0013329973927535244,רועי אסף,8,9,2,3.507085020242915,אורי גבריאל
__name__:אורנלה בס,0.007239819004524887,0.0009879666622592453,0.254946099651982,0.0013329973927535229,אורנלה בס,8,9,2,3.507085020242915,אורי גבריאל
יון_תומרקין,0.015384615384615385,0.0009785760434805045,0.2677745484371378,0.008486757639220095,יון תומרקין,17,17,2,3.3390688259109313,יפה לוי
הדס_ירון,0.00995475113122172,0.0009561204781792173,0.24169308763176955,0.00026936053732568634,הדס ירון,11,11,2,3.6993927125506074,טלי שרון
איציק_כהן_(שחקן),0.011764705882352941,0.0009498601891755746,0.2768374287979059,0.017796474364081903,איציק כהן,13,13,2,3.229757085020243,אוולין הגואל
יוסף_סוויד,0.00904977375565611,0.0009264054707413569,0.24572690828765442,0.00013929096654776075,יוסף סוויד,10,10,2,3.638663967611336,יוסי מרשק
הנרי_דוד,0.005429864253393665,0.0009172872276186416,0.24856168691449568,0.0008551330289089496,הנרי דוד,6,7,3,3.597165991902834,ששון גבאי
אייל_רוזלס,0.008144796380090498,0.0009156963120975502,0.18644749584088596,1.1974574747840916e-05,אייל רוזלס,9,9,2,4.795546558704453,אסתי ירושלמי
אופק_פסח,0.00904977375565611,0.0009134399790739127,0.24579527971455695,0.0035140009081836487,אופק פסח,10,10,2,3.6376518218623484,מוריס כהן
אורנה_פיטוסי,0.007239819004524887,0.0008785381007586843,0.2456585748871295,0.000334258511438912,אורנה פיטוסי,8,8,2,3.639676113360324,שרון אלכסנדר
אורנה_בנאי,0.01085972850678733,0.0008715187187814403,0.27735894357743096,0.017420641989606515,אורנה בנאי,12,12,3,3.223684210526316,אוולין הגואל
אלונה_איב,0.007239819004524887,0.0008670967459082663,0.2456585748871295,0.006058293078614504,אלונה איב,8,8,2,3.639676113360324,גרא סנדלר
שמיל_בן-ארי,0.005429864253393665,0.0008669222913141334,0.2577730479410906,0.0006605134383358279,שמיל בן-ארי,6,6,2,3.4686234817813766,זאב רווח
דודו_טסה,0.00904977375565611,0.0008306221046456538,0.25650064904010383,0.0013603292338345337,דודו טסה,10,10,2,3.48582995951417,אורי גבריאל
מריאנו_אידלמן,0.00904977375565611,0.0008117786279977534,0.25943854193659843,0.0004057066309900637,מריאנו אידלמן,10,11,2,3.4463562753036436,אושרי כהן
נעמי_לבוב,0.007239819004524887,0.0007681655796117775,0.2688339121406323,0.007015078307518507,נעמי לבוב,8,8,2,3.325910931174089,שלומי קוריאט
תאופיק_ברהום,0.007239819004524887,0.0007633688940382092,0.2794648007890281,0.0020608816125661416,תאופיק ברהום,8,8,2,3.1993927125506074,אורי גבריאל
ענת_עצמון,0.00904977375565611,0.0007481201423753319,0.26834393538703455,0.0007117256343598982,ענת עצמון,10,10,2,3.331983805668016,דאנה איבגי
יובל_סמו,0.015384615384615385,0.0007341110884577207,0.2475170174542218,0.00019386506038016632,יובל סמו,17,18,2,3.6123481781376516,חנן סביון
דנה_פרידר,0.005429864253393665,0.0007099417800151426,0.24156090656114784,0.00021004235748187284,דנה פרידר,6,6,2,3.701417004048583,שמואל וילוז'ני
עודד_לאופולד,0.005429864253393665,0.0006899691927363242,0.23746995572422516,0.0002050017327345589,עודד לאופולד,6,6,2,3.7651821862348176,נטע שפיגלמן
דפנה_דקל,0.0036199095022624436,0.000676868694550295,0.24524937126433027,0.00011361536625627416,דפנה דקל,4,4,2,3.645748987854251,אלון אבוטבול
רני_בלייר,0.007239819004524887,0.0006747814347334323,0.2618998622277254,0.0017932028229273203,רני בלייר,8,8,2,3.4139676113360324,אורי גבריאל
אביגיל_הררי,0.00904977375565611,0.0006722869852367356,0.2602027202633631,0.000994866146744252,אביגיל הררי,10,10,2,3.4362348178137654,ששון גבאי
דליה_שימקו,0.01085972850678733,0.0006648172940091517,0.24189163069389863,0.00036066483475945027,דליה שימקו,12,12,2,3.6963562753036436,רותם קינן
צביקה_הדר,0.00995475113122172,0.0006558426716883572,0.2592862445829521,0.012418167218230993,צביקה הדר,11,11,2,3.4483805668016196,יגאל עדיקא
מרים_זוהר,0.004524886877828055,0.0006539676415543058,0.24044317781549204,7.727692460476268e-05,מרים זוהר,5,5,2,3.7186234817813766,גילה אלמגור
חן_אמסלם-זגורי,0.01085972850678733,0.0006533853977149555,0.24926304607621833,0.0007375632222870366,חן אמסלם-זגורי,12,12,2,3.5870445344129553,עמוס תמם
סמדר_קילצ'ינסקי,0.0027149321266968325,0.0006410552655967533,0.2432906183679751,0.0003033692346004828,סמדר קילצ'ינסקי,3,3,2,3.675101214574899,שרון אלכסנדר
גילת_אנקורי,0.007239819004524887,0.000622018931045144,0.23998593732521534,0.0002941226999050413,גילת אנקורי,8,8,2,3.7257085020242915,קובי פרג'
לנה_אטינגר,0.004524886877828055,0.000610864601150894,0.24037775110044018,0.0005354373019078807,לנה אטינגר,5,5,2,3.7196356275303644,רותם זיסמן-כהן
עירית_שלג,0.005429864253393665,0.0005967402999774495,0.24222326166551073,0.00047227447004194944,עירית שלג,6,6,2,3.6912955465587043,עמוס תמם
מעיין_בלום,0.01085972850678733,0.0005727674036102731,0.27239846910086885,0.0012747558302766695,מעיין בלום,12,12,2,3.282388663967611,אביב אלוש
אסנת_חכים,0.0036199095022624436,0.0005720877563117863,0.22680057388809183,0.00017195638490527008,אסנת חכים,4,4,2,3.9423076923076925,גיא לואל
ברוך_ברנר,0.006334841628959276,0.0005607268673840915,0.24477368669828695,0.0003084207388481004,ברוך ברנר,7,7,2,3.652834008097166,יהורם גאון
משה_פולקנפליק,0.006334841628959276,0.0005600571475697604,0.24402989925251872,0.0004863425590645584,משה פולקנפליק,7,7,2,3.6639676113360324,זאב רווח
סיגלית_פוקס,0.007239819004524887,0.0005580826228046885,0.24710160427807487,0.00012855212672162743,סיגלית פוקס,8,8,2,3.6184210526315788,קרן מור
__name__:יבגני אורלוב,0.006334841628959276,0.0005376602737045863,0.23791765022734115,0.0010364633837365094,יבגני אורלוב,7,7,2,3.7580971659919027,אביב אלוש
סער_בדישי,0.005429864253393665,0.0005166174844337575,0.2531198381931569,0.001300154242314588,סער בדישי,6,6,2,3.532388663967611,אורי גבריאל
שולי_רנד,0.006334841628959276,0.0004985863980226127,0.2731565353414093,0.0014869299445067182,שולי רנד,7,7,2,3.2732793522267207,יגאל נאור
הילי_ילון,0.004524886877828055,0.00048090365109237584,0.24423230171250143,0.0005306988684798511,הילי ילון,5,5,2,3.6609311740890687,דרור קרן
שאול_מזרחי,0.004524886877828055,0.0004801692978588032,0.21410281999372702,1.4274720555376034e-05,שאול מזרחי,5,5,2,4.176113360323886,ג'וליאנו מר
חנה_מרון,0.004524886877828055,0.00044566821983914177,0.2545787421596881,0.00020854255089175478,חנה מרון,5,5,2,3.5121457489878543,משה איבגי
רבקה_נוימן,0.0036199095022624436,0.000422833199856982,0.2462063086104007,0.00024857226551465493,רבקה נוימן,4,4,2,3.6315789473684212,שמיל בן ארי
אורלי_פרל,0.004524886877828055,0.00041166440568938856,0.23463166940082808,0.0011538329863566385,אורלי פרל,5,5,2,3.8107287449392713,אסתי זקהיים
עדנה_בליליוס,0.006334841628959276,0.00041054605983981856,0.2697368657386619,0.0015419741225496063,עדנה בליליוס,7,7,2,3.314777327935223,ריימונד אמסלם
אבי_קושניר,0.004524886877828055,0.000394070572809654,0.2474476849563355,0.00021409527162087895,אבי קושניר,5,5,2,3.61336032388664,יבגניה דודינה
חן_יאני,0.006334841628959276,0.0003903835735704419,0.22426713259561248,3.933633981458361e-05,חן יאני,7,7,2,3.986842105263158,יפתח קליין
איה_קורן,0.01085972850678733,0.00037554007439067927,0.23613692469770586,0.00011430199162664414,איה קורן,12,12,2,3.7864372469635628,חנן סביון
דניאל_מורשת,0.006334841628959276,0.00034717556695424264,0.24593213677453166,0.006593856164261021,דניאל מורשת,7,9,2,3.6356275303643724,עפר שכטר
אבי_גרייניק,0.007239819004524887,0.0003334280625918719,0.24248922187595875,0.0006034465696889629,אבי גרייניק,8,8,2,3.687246963562753,מורן אטיאס
__name__:קוסטה קפלן,0.008144796380090498,0.00033110283160053556,0.2362000629128657,0.00023861036422808538,קוסטה קפלן,9,9,2,3.785425101214575,טלי שרון
שרון_טל,0.005429864253393665,0.0003200614752206426,0.2541393081973871,0.0003241334344571693,שרון טל,6,6,2,3.5182186234817814,רותם קינן
אסף_הרץ,0.005429864253393665,0.000319143559078787,0.22257199175966685,7.286698114084953e-05,אסף הרץ,6,6,2,4.017206477732794,ריקי בליך
נתן_דטנר,0.0036199095022624436,0.00026750271816113405,0.26552096041302004,0.0006204727592912163,נתן דטנר,4,5,2,3.367408906882591,דרור קרן
יובל_ינאי,0.0036199095022624436,0.00026359837739736144,0.1843464597859177,1.2346972696004209e-05,יובל ינאי,4,4,2,4.850202429149798,הילה וידור
אפרת_גוש,0.004524886877828055,0.00017438121343562674,0.22750147702655618,6.959821729726697e-05,אפרת גוש,5,5,2,3.9301619433198383,מוחמד בכרי
חי_דוידוב,0.028054298642533938,7.084365694355903e-05,0.27709794080743966,0.2092159189586965,חי דוידוב,31,46,2,3.2267206477732793,אוולין הגואל
דניאל_אסייג,0.028054298642533938,7.084365694355903e-05,0.27709794080743966,0.20921591895869654,דניאל אסייג,31,46,2,3.2267206477732793,אוולין הגואל
שרלין_חזיזה,0.028054298642533938,7.084365694355903e-05,0.27709794080743966,0.2092159189586966,שרלין חזיזה,31,46,2,3.2267206477732793,אוולין הגואל
דניאל_סוויסה,0.028054298642533938,7.084365694355903e-05,0.27709794080743966,0.20921591895869665,דניאל סוויסה,31,46,2,3.2267206477732793,אוולין הגואל
אריה_מוסקונה,0.0036199095022624436,6.55640716567028e-05,0.22518180863984646,0.0011316161224231192,אריה מוסקונה,4,4,2,3.970647773279352,אסתי זקהיים
אוולין_קפלון,0.0027149321266968325,2.6377233325229924e-05,0.2432906183679751,0.0011007093779664605,אוולין קפלון,3,3,2,3.675101214574899,אורי גבריאל
ארנון_צדוק,0.0036199095022624436,2.2728857767220933e-05,0.243626099088284,0.0011364942376479916,ארנון צדוק,4,4,2,3.6700404858299596,אורי גבריאל
רובא_בלאל-עספור,0.005429864253393665,1.3115614138632041e-05,0.005429864253393665,,רובא בלאל-עספור,6,6,2,,
נטע_מורן,0.0027149321266968325,3.920005334032484e-06,0.2147795369059367,4.7538028570954885e-05,נטע מורן,3,4,2,4.162955465587045,אסי דיין
דוד_שאול,0.006334841628959276,1.229588825496754e-06,0.21410281999372702,0.00044710926746697777,דוד שאול,7,10,2,4.176113360323886,ציון ברוך
אסי_ישראלוף,0.006334841628959276,1.229588825496754e-06,0.21410281999372702,0.00044710926746697815,אסי ישראלוף,7,10,2,4.176113360323886,ציון ברוך
__name__:מוראד חסן,0.005429864253393665,0.0,0.18013626331446117,0.00017632048493563033,מוראד חסן,6,6,1,4.963562753036437,מעין וינשטוק
__name__:פיני גואטה,0.005429864253393665,0.0,0.18013626331446117,0.0001763204849356307,פיני גואטה,6,6,1,4.963562753036437,מעין וינשטוק
__name__:נופר אלדיס,0.005429864253393665,0.0,0.18013626331446117,0.0001763204849356287,נופר אלדיס,6,6,1,4.963562753036437,מעין וינשטוק
יהודה_ברקן,0.0009049773755656109,0.0,0.0009049773755656109,,יהודה ברקן,1,1,2,,
__name__:בן ציון,0.0009049773755656109,0.0,0.0009049773755656109,,בן ציון,1,1,1,,
אגם_רודברג,0.0009049773755656109,0.0,0.18195432240867512,3.2486271924912017e-06,אגם רודברג,1,1,1,4.913967611336032,דן תורן
זהרירה_חריפאי,0.0027149321266968325,0.0,0.22963042248352422,0.005479712822581188,זהרירה חריפאי,3,3,1,3.8937246963562755,גרא סנדלר
__name__:יואב סעדיאן רוזנברג,0.0036199095022624436,0.0,0.2099805646052098,0.00019652370616033983,יואב סעדיאן רוזנברג,4,4,1,4.258097165991903,נתי קלוגר
עידן_ברקאי,0.0036199095022624436,0.0,0.2099805646052098,0.00019652370616033825,עידן ברקאי,4,4,1,4.258097165991903,נתי קלוגר
בר_מיניאלי,0.0036199095022624436,0.0,0.2099805646052098,0.0001965237061603377,בר מיניאלי,4,4,1,4.258097165991903,נתי קלוגר
אריה_אליאס,0.0018099547511312218,0.0,0.23791765022734115,0.0009912178657084658,אריה אליאס,2,2,1,3.7580971659919027,אסתי זקהיים
מאיר_סוויסה,0.004524886877828055,0.0,0.23888270289186528,0.0004370437390056608,מאיר סוויסה,5,5,1,3.742914979757085,יהורם גאון
__name__:זאב רווח,0.0009049773755656109,0.0,0.0009049773755656109,,זאב רווח,1,1,1,,
__name__:איתן בלום,0.0018099547511312218,0.0,0.23463166940082808,0.00017346779103578563,איתן בלום,2,2,1,3.8107287449392713,רונית אלקבץ
שמוליק_קראוס,0.0036199095022624436,0.0,0.18131942432145273,6.8179406560207714e-06,שמוליק קראוס,4,4,1,4.931174089068826,אסתי ירושלמי
ג'ף_גולדבלום,0.0027149321266968325,0.0,0.21887716434442955,7.22542530115015e-05,ג'ף גולדבלום,3,3,1,4.08502024291498,איילת זורר
וילם_דפו,0.0027149321266968325,0.0,0.21887716434442955,7.225425301150226e-05,וילם דפו,3,3,1,4.08502024291498,איילת זורר
דרק_ג'קובי,0.0027149321266968325,0.0,0.21887716434442955,7.22542530115026e-05,דרק ג'קובי,3,3,1,4.08502024291498,איילת זורר
נתי_רביץ,0.0027149321266968325,0.0,0.21410281999372702,5.167323669444604e-05,נתי רביץ,3,3,1,4.176113360323886,ריקי בליך
__name__:תומר שטיינהוף,0.0018099547511312218,0.0,0.21969366707140456,7.362793303416405e-05,תומר שטיינהוף,2,2,1,4.069838056680162,שי אביבי
רונית_יודקביץ',0.0018099547511312218,0.0,0.21969366707140456,7.362793303416317e-05,רונית יודקביץ',2,2,1,4.069838056680162,שי אביבי
אשר_צרפתי,0.0009049773755656109,0.0,0.0009049773755656109,,אשר צרפתי,1,1,1,,
גילי_שושן,0.00904977375565611,0.0,0.2703973784187688,0.0018578251010666613,גילי שושן,10,10,1,3.3066801619433197,יגאל נאור
יובל_זמיר,0.00904977375565611,0.0,0.2703973784187688,0.0018578251010666624,יובל זמיר,10,10,1,3.3066801619433197,יגאל נאור
שבתאי_קונורטי,0.00904977375565611,0.0,0.2703973784187688,0.0018578251010666592,שבתאי קונורטי,10,10,1,3.3066801619433197,יגאל נאור
__name__:ענבר סוירפמן,0.00904977375565611,0.0,0.2703973784187688,0.0018578251010666624,ענבר סוירפמן,10,10,1,3.3066801619433197,יגאל נאור
ריטה_זוהר,0.0009049773755656109,0.0,0.23582173926698283,0.00016126008589846562,ריטה זוהר,1,1,1,3.791497975708502,מוני מושונוב
__name__:דניאל קלטג'ירונה,0.0018099547511312218,0.0,0.2187145915558598,3.4047148216220114e-05,דניאל קלטג'ירונה,2,2,1,4.088056680161944,נטלי עטיה
דבורה_קידר,0.0027149321266968325,0.0,0.23357700563038541,6.790828128491772e-05,דבורה קידר,3,3,1,3.827935222672065,גילה אלמגור
גור_בנטביץ',0.0018099547511312218,0.0,0.22212427339555385,3.691069170564104e-05,גור בנטביץ',2,2,1,4.025303643724697,צחי גראד
__name__:אליה ענבר,0.0018099547511312218,0.0,0.22212427339555385,3.6910691705640943e-05,אליה ענבר,2,2,1,4.025303643724697,צחי גראד
אריאל_זילבר,0.0,0.0,0.0,,אריאל זילבר,0,0,1,,
__name__:גיא גארנר,0.0036199095022624436,0.0,0.17867885018084906,1.006374454449586e-06,גיא גארנר,4,4,1,5.004048582995951,אווה חדד
חיים_בנאי,0.0036199095022624436,0.0,0.17867885018084906,1.00637445444963e-06,חיים בנאי,4,4,1,5.004048582995951,אווה חדד
ברוך_דוד,0.0036199095022624436,0.0,0.17867885018084906,1.0063744544502638e-06,ברוך דוד,4,4,1,5.004048582995951,אווה חדד
יעל_פולמן,0.004524886877828055,0.0,0.23836703596711217,0.00040248061783097815,יעל פולמן,5,5,1,3.751012145748988,אלישע בנאי
__name__:תמר ירושלמי,0.0009049773755656109,0.0,0.2087401312131658,8.76693751964237e-05,תמר ירושלמי,1,1,1,4.283400809716599,נלי תגר
__name__:מיכל בת-אדם,0.0009049773755656109,0.0,0.20154876461193652,2.924056838541544e-05,מיכל בת-אדם,1,1,2,4.436234817813765,מיכל זוארץ
אבי_אוריה,0.0018099547511312218,0.0,0.23979050903749125,0.00106039475385399,אבי אוריה,2,2,1,3.7287449392712553,אורי גבריאל
אילנית_לוי,0.008144796380090498,0.0,0.2346940051259611,0.0010111476170561824,אילנית לוי,9,9,1,3.8097165991902835,אסתי זקהיים
אורית_פוקס,0.008144796380090498,0.0,0.2346940051259611,0.0010111476170561835,אורית פוקס,9,9,1,3.8097165991902835,אסתי זקהיים
פנינה_רוזנבלום,0.008144796380090498,0.0,0.2346940051259611,0.0010111476170561854,פנינה רוזנבלום,9,9,1,3.8097165991902835,אסתי זקהיים
אמירה_בוזגלו,0.008144796380090498,0.0,0.2346940051259611,0.0010111476170561828,אמירה בוזגלו,9,9,1,3.8097165991902835,אסתי זקהיים
הדר_לוי,0.008144796380090498,0.0,0.2346940051259611,0.0010111476170561848,הדר לוי,9,9,1,3.8097165991902835,אסתי זקהיים
אנה_ארונוב,0.008144796380090498,0.0,0.2346940051259611,0.0010111476170561854,אנה ארונוב,9,9,1,3.8097165991902835,אסתי זקהיים
חוה_אלברשטיין,0.0018099547511312218,0.0,0.1857418493049028,3.138418610761069e-05,חוה אלברשטיין,2,2,1,4.813765182186235,מוסקו אלקלעי
אבי_פניני,0.0018099547511312218,0.0,0.1857418493049028,3.1384186107607884e-05,אבי פניני,2,2,1,4.813765182186235,מוסקו אלקלעי
__name__:עידן ברדך,0.0027149321266968325,0.0,0.23143522014517098,0.00022655180579147195,עידן ברדך,3,3,1,3.86336032388664,אושרי כהן
יונתן_צ'רצ'י,0.0027149321266968325,0.0,0.23143522014517098,0.00022655180579147206,יונתן צ'רצ'י,3,3,1,3.86336032388664,אושרי כהן
אילנית_בן-יעקב,0.0027149321266968325,0.0,0.2293919073731804,0.00042046471008911826,אילנית בן-יעקב,3,3,1,3.8977732793522266,פלורנס בלוך
גליה_ישי,0.0027149321266968325,0.0,0.2293919073731804,0.00042046471008911864,גליה ישי,3,3,1,3.8977732793522266,פלורנס בלוך
יעקב_בודו,0.0027149321266968325,0.0,0.15983141583030896,1.784429390151193e-07,יעקב בודו,3,3,1,5.59412955465587,תמר אלקן
עומר_חזן,0.006334841628959276,0.0,0.24416479693038076,0.0017018730920796733,עומר חזן,7,7,1,3.661943319838057,אורי גבריאל
ישראל_אוגלבו,0.006334841628959276,0.0,0.24416479693038076,0.0017018730920796722,ישראל אוגלבו,7,7,1,3.661943319838057,אורי גבריאל
טיילור_מלכוב,0.006334841628959276,0.0,0.24416479693038076,0.0017018730920796738,טיילור מלכוב,7,7,1,3.661943319838057,אורי גבריאל
__name__:רז מזרחי,0.006334841628959276,0.0,0.24416479693038076,0.0017018730920796731,רז מזרחי,7,7,1,3.661943319838057,אורי גבריאל
__name__:נאור ואטורי,0.006334841628959276,0.0,0.24416479693038076,0.001701873092079673,נאור ואטורי,7,7,1,3.661943319838057,אורי גבריאל
יוסי_פולק,0.0027149321266968325,0.0,0.22455216962229732,7.330659956710539e-05,יוסי פולק,3,3,1,3.9817813765182186,אורנה פורת
אתל_קובינסקה,0.0018099547511312218,0.0,0.0018099547511312218,,אתל קובינסקה,2,2,1,,
__name__:יוסי אולו,0.0018099547511312218,0.0,0.0018099547511312218,,יוסי אולו,2,2,1,,
__name__:סילביה דרורי,0.0018099547511312218,0.0,0.0018099547511312218,,סילביה דרורי,2,2,1,,
אור_אילן,0.004524886877828055,0.0,0.25377427040911166,0.0002547909831148635,אור אילן,5,5,1,3.5232793522267207,משה איבגי
צחי_נוי,0.01809954751131222,0.0,0.2740037950664137,0.10339666126619708,צחי נוי,20,21,1,3.263157894736842,אוולין הגואל
אלי_גורנשטיין,0.005429864253393665,0.0,0.24031235998207773,0.00011526767646203913,אלי גורנשטיין,6,6,1,3.720647773279352,גילה אלמגור
אינה_בקלמן,0.0036199095022624436,0.0,0.24109940919599282,0.00038484438239161806,אינה בקלמן,4,4,1,3.708502024291498,דרור קרן
__name__:נועם קפלן,0.0018099547511312218,0.0,0.0018099547511312218,,נועם קפלן,2,2,1,,
דני_קליין,0.0018099547511312218,0.0,0.0018099547511312218,,דני קליין,2,2,1,,
__name__:יותם אביבי,0.0018099547511312218,0.0,0.0018099547511312218,,יותם אביבי,2,2,1,,
__name__:תמיר מולא,0.005429864253393665,0.0,0.22891636053229272,0.005932590951755201,תמיר מולא,6,6,1,3.9058704453441297,גרא סנדלר
__name__:עדן חלילי,0.005429864253393665,0.0,0.22891636053229272,0.005932590951755203,עדן חלילי,6,6,1,3.9058704453441297,גרא סנדלר
__name__:אור ברק,0.005429864253393665,0.0,0.22891636053229272,0.0059325909517552065,אור ברק,6,6,1,3.9058704453441297,גרא סנדלר
__name__:נדיה טיכונובה,0.005429864253393665,0.0,0.22891636053229272,0.0059325909517552065,נדיה טיכונובה,6,6,1,3.9058704453441297,גרא סנדלר
סמי_סמיר,0.0009049773755656109,0.0,0.0009049773755656109,,סמי סמיר,1,1,1,,
__name__:טטיאנה בלכר,0.0009049773755656109,0.0,0.0009049773755656109,,טטיאנה בלכר,1,1,1,,
__name__:דבורה קידר,0.0009049773755656109,0.0,0.24835204815690687,0.0001753915309368164,דבורה קידר,1,1,1,3.6002024291497974,משה איבגי
