,degree,betweenness,closeness,eigenvector,display_name,n_costars,n_collaborations,n_films,avg_distance_giant_component,most_important_costar
פאני_ארדן,0.004524886877828055,0.0,0.2317995894238042,0.00020627510388865632,פאני ארדן,5,5,1,3.8572874493927127,אניה בוקשטיין
כרמית_מסילתי,0.00904977375565611,0.0,0.1971408692912559,1.66007697866712e-05,כרמית מסילתי,10,10,1,4.5354251012145745,ג'רמי פינטו
חווה_לוי_רוזלסקי,0.00904977375565611,0.0,0.1971408692912559,1.660076978667008e-05,חווה לוי רוזלסקי,10,10,1,4.5354251012145745,ג'רמי פינטו
גל_לב,0.004524886877828055,0.0,0.2576226991233939,0.0008207940222605041,גל לב,5,5,1,3.470647773279352,זאב רווח
מוריה_אקונס,0.00995475113122172,0.0,0.19945546066699427,1.0513270499167557e-05,מוריה אקונס,11,11,1,4.482793522267206,עידן אלתרמן
איציק_פצצתי,0.00995475113122172,0.0,0.19945546066699427,1.0513270499167759e-05,איציק פצצתי,11,11,1,4.482793522267206,עידן אלתרמן
טונה_(ראפר),0.00995475113122172,0.0,0.19945546066699427,1.05132704991671e-05,טונה,11,11,1,4.482793522267206,עידן אלתרמן
פלד_(ראפר),0.00995475113122172,0.0,0.19945546066699427,1.0513270499166588e-05,פלד,11,11,1,4.482793522267206,עידן אלתרמן
אקו_(ראפרית),0.00995475113122172,0.0,0.19945546066699427,1.0513270499168015e-05,אקו מורגנשטרן,11,11,1,4.482793522267206,עידן אלתרמן
סימה_ברמי,0.00995475113122172,0.0,0.19945546066699427,1.051327049916669e-05,סימה ברמי,11,11,1,4.482793522267206,עידן אלתרמן
טל_טירנגל,0.00995475113122172,0.0,0.19945546066699427,1.051327049916638e-05,טל טירנגל,11,11,1,4.482793522267206,עידן אלתרמן
__name__:עמית אולמן,0.00995475113122172,0.0,0.19945546066699427,1.0513270499168262e-05,עמית אולמן,11,11,1,4.482793522267206,עידן אלתרמן
__name__:עומר הברון,0.00995475113122172,0.0,0.19945546066699427,1.0513270499167925e-05,עומר הברון,11,11,1,4.482793522267206,עידן אלתרמן
__name__:ראובן טדורס,0.00995475113122172,0.0,0.19945546066699427,1.0513270499168565e-05,ראובן טדורס,11,11,1,4.482793522267206,עידן אלתרמן
נדיה_קוצ'ר,0.00904977375565611,0.0,0.1971408692912559,1.6600769786669494e-05,נדיה קוצ'ר,10,10,1,4.5354251012145745,ג'רמי פינטו
לני_כהן,0.00904977375565611,0.0,0.1971408692912559,1.6600769786670456e-05,לני כהן,10,10,1,4.5354251012145745,ג'רמי פינטו
סנדי_בר,0.0036199095022624436,0.0,0.2051052322484601,2.21116218870236e-05,סנדי בר,4,4,1,4.359311740890688,לירון בן-שלוש
רונלד_זרפלד,0.0036199095022624436,0.0,0.2051052322484601,2.2111621887021723e-05,רונלד זרפלד,4,4,1,4.359311740890688,לירון בן-שלוש
אסף_קורמן,0.0036199095022624436,0.0,0.2051052322484601,2.2111621887021153e-05,אסף קורמן,4,4,1,4.359311740890688,לירון בן-שלוש
__name__:עירית גדרון,0.004524886877828055,0.0,0.2432906183679751,0.0004740375443157683,עירית גדרון,5,5,1,3.675101214574899,דאנה איבגי
איתמר_רוטשילד,0.004524886877828055,0.0,0.2432906183679751,0.0004740375443157692,איתמר רוטשילד,5,5,1,3.675101214574899,דאנה איבגי
יניב_ביטון,0.004524886877828055,0.0,0.2432906183679751,0.0004740375443157676,יניב ביטון,5,5,1,3.675101214574899,דאנה איבגי
קאיפו_כהן,0.0018099547511312218,0.0,0.20335824937709893,6.64964474718992e-06,קאיפו כהן,2,2,1,4.396761133603239,ג'וליאנו מר
__name__:גילה אלמגור,0.0018099547511312218,0.0,0.20335824937709893,6.649644747190334e-06,גילה אלמגור,2,2,1,4.396761133603239,ג'וליאנו מר
אגם_אוזלבו,0.005429864253393665,0.0,0.2751988271944292,0.0021854933320798065,אגם אוזלבו,6,6,1,3.248987854251012,אורי גבריאל
יפה_תוסיה_כהן,0.00904977375565611,0.0,0.1971408692912559,1.6600769786670344e-05,יפה תוסיה כהן,10,10,1,4.5354251012145745,ג'רמי פינטו
__name__:דקר אלבז,0.00904977375565611,0.0,0.1971408692912559,1.6600769786669426e-05,דקר אלבז,10,10,1,4.5354251012145745,ג'רמי פינטו
אנה_זק,0.006334841628959276,0.0,0.22409645745665085,0.00016283798068244707,אנה זק,7,7,1,3.9898785425101213,אריה צ'רנר
__name__:עומר דהן,0.006334841628959276,0.0,0.22409645745665085,0.0001628379806824435,עומר דהן,7,7,1,3.9898785425101213,אריה צ'רנר
__name__:שחר כרמל,0.006334841628959276,0.0,0.22409645745665085,0.00016283798068244488,שחר כרמל,7,7,1,3.9898785425101213,אריה צ'רנר
__name__:עידן שרוקה,0.006334841628959276,0.0,0.22409645745665085,0.0001628379806824456,עידן שרוקה,7,7,1,3.9898785425101213,אריה צ'רנר
ברק_שמיר,0.006334841628959276,0.0,0.22409645745665085,0.00016283798068244653,ברק שמיר,7,7,1,3.9898785425101213,אריה צ'רנר
קובי_מאור,0.006334841628959276,0.0,0.22409645745665085,0.00016283798068244642,קובי מאור,7,7,1,3.9898785425101213,אריה צ'רנר
אולה_שור-סלקטר,0.006334841628959276,0.0,0.22409645745665085,0.00016283798068244466,אולה שור-סלקטר,7,7,1,3.9898785425101213,אריה צ'רנר
__name__:הילה קפלן,0.00904977375565611,0.0,0.1971408692912559,1.660076978667133e-05,הילה קפלן,10,10,1,4.5354251012145745,ג'רמי פינטו
__name__:דייוויד ששוני,0.00904977375565611,0.0,0.1971408692912559,1.6600769786670497e-05,דייוויד ששוני,10,10,1,4.5354251012145745,ג'רמי פינטו
דורון_תבורי,0.0018099547511312218,0.0,0.0018099547511312218,,דורון תבורי,2,2,1,,
__name__:מיטל ברדה,0.004524886877828055,0.0,0.2478642635505381,0.00035609288114536605,מיטל ברדה,5,5,1,3.6072874493927127,מנשה נוי
ריקי_גל,0.0018099547511312218,0.0,0.23034895314057827,6.034975958500019e-05,ריקי גל,2,2,1,3.8815789473684212,אקי אבני
__name__:אבי סויסה,0.0018099547511312218,0.0,0.0018099547511312218,,אבי סויסה,2,2,1,,
בבר_יוקו,0.0018099547511312218,0.0,0.0018099547511312218,,בבר יוקו,2,2,1,,
__name__:דני חדד,0.0018099547511312218,0.0,0.0018099547511312218,,דני חדד,2,2,1,,
גיא_אדלר_(שחקן),0.0027149321266968325,0.0,0.22867932572977417,0.0002300455682860861,גיא אדלר,3,3,1,3.909919028340081,עוז זהבי
ליאל_דניר,0.0027149321266968325,0.0,0.22867932572977417,0.00023004556828608657,ליאל דניר,3,3,1,3.909919028340081,עוז זהבי
ז'ולייט_בינוש,0.0018099547511312218,0.0,0.23759769642122583,0.00029748200003309533,ז'ולייט בינוש,2,2,1,3.763157894736842,דאנה איבגי
מלאני_פרס,0.0027149321266968325,0.0,0.22455216962229732,7.330659956710609e-05,מלאני פרס,3,3,1,3.9817813765182186,אורנה פורת
עלית_קרייז,0.0036199095022624436,0.0,0.24103362490971833,0.0002686026143925738,עלית קרייז,4,4,1,3.7095141700404857,שרון אלכסנדר
__name__:גל סלמון,0.0036199095022624436,0.0,0.24103362490971833,0.0002686026143925731,גל סלמון,4,4,1,3.7095141700404857,שרון אלכסנדר
__name__:אלכס בכרי,0.0009049773755656109,0.0,0.0009049773755656109,,אלכס בכרי,1,1,1,,
__name__:ג'ונה סולימאן,0.0009049773755656109,0.0,0.0009049773755656109,,ג'ונה סולימאן,1,1,1,,
__name__:שלומי אבקריאן,0.0018099547511312218,0.0,0.2209575375923256,0.0002498451404216906,שלומי אבקריאן,2,2,1,4.0465587044534415,רונית אלקבץ
__name__:יחיאל אלקבץ,0.0018099547511312218,0.0,0.2209575375923256,0.00024984514042168795,יחיאל אלקבץ,2,2,1,4.0465587044534415,רונית אלקבץ
לנה_פרייפלד,0.0027149321266968325,0.0,0.19661434126287952,1.7395536075339276e-05,לנה פרייפלד,3,3,1,4.547570850202429,יעקב זדה-דניאל
__name__:דשה טבורוננוביץ',0.0027149321266968325,0.0,0.19661434126287952,1.7395536075338988e-05,דשה טבורוננוביץ',3,3,1,4.547570850202429,יעקב זדה-דניאל
אברהם_שלום_לוי,0.0027149321266968325,0.0,0.19661434126287952,1.739553607533938e-05,אברהם שלום לוי,3,3,1,4.547570850202429,יעקב זדה-דניאל
מוקי,0.0009049773755656109,0.0,0.0009049773755656109,,מוקי,1,1,1,,
__name__:נרונה דה מאסדו קפלן,0.0009049773755656109,0.0,0.0009049773755656109,,נרונה דה מאסדו קפלן,1,1,1,,
__name__:יובלי ליבני,0.0018099547511312218,0.0,0.0018099547511312218,,יובלי ליבני,2,2,1,,
__name__:עינב מרקל,0.0018099547511312218,0.0,0.0018099547511312218,,עינב מרקל,2,2,1,,
עלמה_זק,0.006334841628959276,0.0,0.23506871615064334,8.995552981676433e-05,עלמה זק,7,7,1,3.8036437246963564,דב נבון
__name__:יהודה ברקן,0.0,0.0,0.0,,יהודה ברקן,0,0,1,,
יעל_טל,0.005429864253393665,0.0,0.23382430791268338,0.0002593905333142903,יעל טל,6,6,1,3.8238866396761133,מורן רוזנבלט
נילי_צרויה,0.005429864253393665,0.0,0.23382430791268338,0.0002593905333142921,נילי צרויה,6,6,1,3.8238866396761133,מורן רוזנבלט
מלי_לוי_גרשון,0.006334841628959276,0.0,0.2411652294005235,0.00012097281113594207,מלי לוי גרשון,7,7,1,3.70748987854251,יוסי מרשק
רותם_זיסמן_כהן,0.006334841628959276,0.0,0.2411652294005235,0.00012097281113594378,רותם זיסמן כהן,7,7,1,3.70748987854251,יוסי מרשק
__name__:ליה ברנט,0.005429864253393665,0.0,0.23382430791268338,0.000259390533314292,ליה ברנט,6,6,1,3.8238866396761133,מורן רוזנבלט
עמוס_שוב,0.0018099547511312218,0.0,0.21169140553417629,1.8599462408123364e-05,עמוס שוב,2,2,1,4.223684210526316,אסי דיין
__name__:עמוס גיתאי,0.0018099547511312218,0.0,0.21169140553417629,1.859946240812179e-05,עמוס גיתאי,2,2,1,4.223684210526316,אסי דיין
__name__:נאוה זיו,0.005429864253393665,0.0,0.23382430791268338,0.0002593905333142914,נאוה זיו,6,6,1,3.8238866396761133,מורן רוזנבלט
__name__:דידי פייר,0.0,0.0,0.0,,דידי פייר,0,0,1,,
תומר_שחורי,0.0036199095022624436,0.0,0.24057413815199283,0.0012992204771129026,תומר שחורי,4,4,1,3.716599190283401,ישראל אטיאס
שירה_נאור,0.006334841628959276,0.0,0.24169308763176955,0.0005762536338094992,שירה נאור,7,7,1,3.6993927125506074,מורן אטיאס
__name__:בן איתין,0.006334841628959276,0.0,0.24169308763176955,0.0005762536338094989,בן איתין,7,7,1,3.6993927125506074,מורן אטיאס
שחר_ישי,0.0018099547511312218,0.0,0.0018099547511312218,,שחר ישי,2,2,1,,
__name__:שחר פרץ,0.0018099547511312218,0.0,0.0018099547511312218,,שחר פרץ,2,2,1,,
מיכל_מוכתר,0.0018099547511312218,0.0,0.0018099547511312218,,מיכל מוכתר,2,2,1,,
__name__:אורן פרג',0.0027149321266968325,0.0,0.16919904908908595,5.724118683764757e-06,אורן פרג',3,3,1,5.284412955465587,אוהד הול
__name__:תמיר ביידר,0.0036199095022624436,0.0,0.24057413815199283,0.0012992204771129028,תמיר ביידר,4,4,1,3.716599190283401,ישראל אטיאס
__name__:הילי ישראל,0.0027149321266968325,0.0,0.16919904908908595,5.724118683764779e-06,הילי ישראל,3,3,1,5.284412955465587,אוהד הול
עדי_הימלבלוי,0.008144796380090498,0.0,0.24389515055055705,0.009188434329578717,עדי הימלבלוי,9,9,1,3.665991902834008,שלום אסייג
יוסוף_אבו_ורדה,0.0027149321266968325,0.0,0.2489820279859407,0.0001845793713959701,יוסוף אבו ורדה,3,3,1,3.591093117408907,משה איבגי
אורי_אברהמי,0.0027149321266968325,0.0,0.2489820279859407,0.0001845793713959689,אורי אברהמי,3,3,1,3.591093117408907,משה איבגי
יורם_זק,0.0018099547511312218,0.0,0.21384367835732698,0.0001266018307241973,יורם זק,2,2,1,4.181174089068826,גיא לואל
גיל_ססובר,0.0018099547511312218,0.0,0.21169140553417629,1.8599462408124448e-05,גיל ססובר,2,2,1,4.223684210526316,אסי דיין
הילה_רוח,0.007239819004524887,0.0,0.23308396709607326,0.00023586366712152347,הילה רוח,8,8,1,3.8360323886639676,טלי שרון
שרון_חזיז,0.008144796380090498,0.0,0.24389515055055705,0.009188434329578726,שרון חזיז,9,9,1,3.665991902834008,שלום אסייג
__name__:מלאני למברסקי,0.008144796380090498,0.0,0.24389515055055705,0.009188434329578724,מלאני למברסקי,9,9,1,3.665991902834008,שלום אסייג
טליה_ברטפלד,0.007239819004524887,0.0,0.23308396709607326,0.00023586366712152347,טליה ברטפלד,8,8,1,3.8360323886639676,טלי שרון
__name__:סימור דניאל,0.007239819004524887,0.0,0.23308396709607326,0.00023586366712152336,סימור דניאל,8,8,1,3.8360323886639676,טלי שרון
__name__:יבגני מוליבוגה,0.007239819004524887,0.0,0.23308396709607326,0.00023586366712152287,יבגני מוליבוגה,8,8,1,3.8360323886639676,טלי שרון
שרונה_אלימלך,0.008144796380090498,0.0,0.24389515055055705,0.009188434329578724,שרונה אלימלך,9,9,1,3.665991902834008,שלום אסייג
דנה_אברמוביץ',0.0018099547511312218,0.0,0.19670190053309233,1.33083202799508e-05,דנה ברקוביץ,2,2,1,4.545546558704453,נועה קולר
אנטולי_בליי,0.0018099547511312218,0.0,0.19670190053309233,1.330832027994969e-05,אנטולי בליי,2,2,1,4.545546558704453,נועה קולר
ליטל_שוורץ,0.006334841628959276,0.0,0.26182223926915166,0.007003281029383654,ליטל שוורץ,7,7,1,3.41497975708502,עדי אלון
שאדי_מרעי,0.006334841628959276,0.0,0.26182223926915166,0.007003281029383657,שאדי מרעי,7,7,1,3.41497975708502,עדי אלון
__name__:שושה גור,0.008144796380090498,0.0,0.24389515055055705,0.009188434329578722,שושה גור,9,9,1,3.665991902834008,שלום אסייג
דובי_גל,0.0027149321266968325,0.0,0.19220805815798905,1.4900665710175946e-05,דובי גל,3,3,1,4.651821862348178,אורי בנאי
ראידה_אדון,0.0018099547511312218,0.0,0.20993066428092153,0.0026132519419707007,ראידה אדון,2,2,1,4.2591093117408905,אלכסנדר סנדרוביץ'
יצחק_נאמן,0.0018099547511312218,0.0,0.20993066428092153,0.0026132519419707003,יצחק נאמן,2,2,1,4.2591093117408905,אלכסנדר סנדרוביץ'
רזיה_ישראלי,0.0018099547511312218,0.0,0.21358516327227217,1.4870537989489519e-05,רזיה ישראלי,2,2,1,4.186234817813765,מיטל דוהן
פולי_רשף,0.0036199095022624436,0.0,0.2345070972376208,0.00041565369083169815,פולי רשף,4,4,1,3.812753036437247,עוז זהבי
שירה_קצנלנבוגן,0.0036199095022624436,0.0,0.2345070972376208,0.00041565369083169815,שירה קצנלנבוגן,4,4,1,3.812753036437247,עוז זהבי
זהבה_בן,0.0,0.0,0.0,,זהבה בן,0,0,1,,
עידו_תדמור,0.0027149321266968325,0.0,0.2346940051259611,0.0001498634216927041,עידו תדמור,3,3,1,3.8097165991902835,נלי תגר
שרון_שטרק,0.0027149321266968325,0.0,0.2346940051259611,0.000149863421692703,שרון שטרק,3,3,1,3.8097165991902835,נלי תגר
עמנואל_הורי,0.008144796380090498,0.0,0.24389515055055705,0.009188434329578726,עמנואל הורי,9,9,1,3.665991902834008,שלום אסייג
__name__:ליאור סורוקה,0.0009049773755656109,0.0,0.15977360016171419,1.6965575044567505e-07,ליאור סורוקה,1,1,1,5.596153846153846,תמר אלקן
נעמה_אמית,0.0036199095022624436,0.0,0.195656309035242,1.1069764333559615e-05,נעמה אמית,4,4,1,4.569838056680162,יותם ישי
שרון_רג'יניאנו,0.00995475113122172,0.0,0.2342583493222269,0.0001085681423061395,שרון רג'יניאנו,11,11,1,3.8168016194331984,חנן סביון
__name__:נל ברלו,0.0036199095022624436,0.0,0.195656309035242,1.1069764333560455e-05,נל ברלו,4,4,1,4.569838056680162,יותם ישי
__name__:ג'ו סינדויג'ה,0.0036199095022624436,0.0,0.195656309035242,1.1069764333558629e-05,ג'ו סינדויג'ה,4,4,1,4.569838056680162,יותם ישי
__name__:יניב מויאל,0.00995475113122172,0.0,0.2342583493222269,0.00010856814230613946,יניב מויאל,11,11,1,3.8168016194331984,חנן סביון
ארז_כהנא,0.00995475113122172,0.0,0.2342583493222269,0.00010856814230613852,ארז כהנא,11,11,1,3.8168016194331984,חנן סביון
__name__:עמרי גבעון,0.00995475113122172,0.0,0.2342583493222269,0.00010856814230613901,עמרי גבעון,11,11,1,3.8168016194331984,חנן סביון
יעל_פרל_בקר,0.00995475113122172,0.0,0.2342583493222269,0.00010856814230613763,יעל פרל בקר,11,11,1,3.8168016194331984,חנן סביון
משה_פרסטר,0.004524886877828055,0.0,0.2365796023819276,7.723438960351492e-05,משה פרסטר,5,5,1,3.779352226720648,צחי גראד
נועה_מימן,0.0018099547511312218,0.0,0.2251244228578282,4.327372927667366e-05,נועה מימן,2,2,1,3.97165991902834,אקי אבני
יפתח_אופיר,0.0018099547511312218,0.0,0.2251244228578282,4.3273729276674305e-05,יפתח אופיר,2,2,1,3.97165991902834,אקי אבני
צביקה_שוורצברג,0.0,0.0,0.0,,צביקה שוורצברג,0,0,1,,
ענת_קלאוזנר,0.0009049773755656109,0.0,0.1868418433363193,1.0526379024420916e-05,ענת קלאוזנר,1,1,1,4.7854251012145745,סנדרה שדה
מאיה_בוסקילה,0.0018099547511312218,0.0,0.21420665259314203,7.325891834895441e-05,מאיה בוסקילה,2,2,1,4.174089068825911,ניר לוי
__name__:אמרי קאהן,0.0,0.0,0.0,,אמרי קאהן,0,0,1,,
גפן_ברקאי,0.0027149321266968325,0.0,0.20888820886595358,1.7565804172007236e-05,גפן ברקאי,3,3,1,4.280364372469635,יערה פלציג
גל_תורן,0.0027149321266968325,0.0,0.20888820886595358,1.7565804172009425e-05,גל תורן,3,3,1,4.280364372469635,יערה פלציג
שלומי_ארבע,0.006334841628959276,0.0,0.23664297757677943,0.0002925021905324502,שלומי ארבע,7,7,1,3.77834008097166,גיא לואל
__name__:מיכל זיס,0.006334841628959276,0.0,0.23664297757677943,0.00029250219053245015,מיכל זיס,7,7,1,3.77834008097166,גיא לואל
יפית_אסולין,0.00904977375565611,0.0,0.26151220701424444,0.01729719895603254,יפית אסולין,10,10,1,3.419028340080972,אוולין הגואל
שרון_אלימלך,0.00904977375565611,0.0,0.26151220701424444,0.017297198956032548,שרון אלימלך,10,10,1,3.419028340080972,אוולין הגואל
עידן_עמדי,0.005429864253393665,0.0,0.24389515055055705,0.000786907487611811,עידן עמדי,6,6,1,3.665991902834008,יגאל נאור
__name__:ריקי רייף סיני,0.0036199095022624436,0.0,0.25283006161823635,0.00020230675166180297,ריקי רייף סיני,4,4,1,3.5364372469635628,יעל אבקסיס
דיקלה,0.005429864253393665,0.0,0.24389515055055705,0.000786907487611812,דיקלה דורי,6,6,1,3.665991902834008,יגאל נאור
בועז_קונפורטי,0.005429864253393665,0.0,0.24389515055055705,0.0007869074876118129,בועז קונפורטי,6,6,1,3.665991902834008,יגאל נאור
אנסטסיה_פיין,0.005429864253393665,0.0,0.24389515055055705,0.0007869074876118114,אנסטסייה פיין,6,6,1,3.665991902834008,יגאל נאור
__name__:אריק איינשטיין,0.0018099547511312218,0.0,0.0018099547511312218,,אריק איינשטיין,2,2,1,,
__name__:מוני מושונוב,0.0018099547511312218,0.0,0.0018099547511312218,,מוני מושונוב,2,2,1,,
__name__:צבי שיסל,0.0018099547511312218,0.0,0.0018099547511312218,,צבי שיסל,2,2,1,,
בר_רפאלי,0.0036199095022624436,0.0,0.2580742726538468,0.0013185167872890795,בר רפאלי,4,4,1,3.464574898785425,ריימונד אמסלם
שרדי_ג'בארין,0.0036199095022624436,0.0,0.2580742726538468,0.0013185167872890795,שרדי ג'בארין,4,4,1,3.464574898785425,ריימונד אמסלם
סוול_אריאל_אור,0.006334841628959276,0.0,0.1877951180472189,1.8502315764281713e-05,סוול אריאל אור,7,7,1,4.761133603238866,אדם גבאי
יהונתן_וילוז'ני,0.006334841628959276,0.0,0.1877951180472189,1.8502315764282855e-05,יהונתן וילוז'ני,7,7,1,4.761133603238866,אדם גבאי
__name__:אורי אבינועם,0.0036199095022624436,0.0,0.25283006161823635,0.00020230675166180368,אורי אבינועם,4,4,1,3.5364372469635628,יעל אבקסיס
מילי_עשת,0.006334841628959276,0.0,0.1877951180472189,1.8502315764283244e-05,מילי עשת,7,7,1,4.761133603238866,אדם גבאי
ארז_עובד,0.006334841628959276,0.0,0.1877951180472189,1.850231576428185e-05,ארז עובד,7,7,1,4.761133603238866,אדם גבאי
ליר_כץ,0.006334841628959276,0.0,0.1877951180472189,1.850231576428251e-05,ליר כץ,7,7,1,4.761133603238866,אדם גבאי
בן_סולטן,0.0036199095022624436,0.0,0.25283006161823635,0.00020230675166180476,בן סולטן,4,4,1,3.5364372469635628,יעל אבקסיס
__name__:עפר גרינברג,0.006334841628959276,0.0,0.1877951180472189,1.8502315764282617e-05,עפר גרינברג,7,7,1,4.761133603238866,אדם גבאי
__name__:אליה סולימאן,0.0,0.0,0.0,,אליה סולימאן,0,0,1,,
תומר_רוסו,0.0027149321266968325,0.0,0.23064966978958684,7.920790194244468e-05,תומר רוסו,3,3,1,3.876518218623482,אורי קלאוזנר
עומר_דרור,0.005429864253393665,0.0,0.2235294117647059,0.00034051229625634553,עומר דרור,6,6,1,4.0,עמית פרקש
נועה_קירל,0.005429864253393665,0.0,0.2235294117647059,0.000340512296256342,נועה קירל,6,6,1,4.0,עמית פרקש
מור_פולנוהר,0.005429864253393665,0.0,0.2235294117647059,0.00034051229625634564,מור פולנוהר,6,6,1,4.0,עמית פרקש
נואל_ברקוביץ',0.005429864253393665,0.0,0.2235294117647059,0.00034051229625634396,נואל ברקוביץ',6,6,1,4.0,עמית פרקש
עמית_יגור,0.005429864253393665,0.0,0.2235294117647059,0.0003405122962563449,עמית יגור,6,6,1,4.0,עמית פרקש
אריאל_ברונז,0.0036199095022624436,0.0,0.2387535771065183,0.0004174041503031587,אריאל ברונז,4,4,1,3.7449392712550607,שרון אלכסנדר
אלכסיי_סרבריאקוב,0.0036199095022624436,0.0,0.2387535771065183,0.0004174041503031594,"עידית טפרסון, אלכסיי סרבריאקוב",4,4,1,3.7449392712550607,שרון אלכסנדר
__name__:נעמה פריס,0.0036199095022624436,0.0,0.2387535771065183,0.00041740415030316045,נעמה פריס,4,4,1,3.7449392712550607,שרון אלכסנדר
__name__:אורן בלנגה,0.0027149321266968325,0.0,0.16325785165295098,2.7277261216855577e-07,אורן בלנגה,3,3,1,5.47672064777328,אלון נוימן
עידית_צור,0.0018099547511312218,0.0,0.2097811055079833,1.5122493229122154e-05,עידית צור,2,2,1,4.262145748987854,דליה שימקו
__name__:אדם חתוכה פלד,0.004524886877828055,0.0,0.19457890645244885,0.00010447389937413898,אדם חתוכה פלד,5,5,1,4.5951417004048585,שמואל וילוז'ני
__name__:מעין ערמני,0.004524886877828055,0.0,0.19457890645244885,0.00010447389937414071,מעין ערמני,5,5,1,4.5951417004048585,שמואל וילוז'ני
דורית_לב-ארי,0.004524886877828055,0.0,0.19457890645244885,0.00010447389937413776,דורית לב-ארי,5,5,1,4.5951417004048585,שמואל וילוז'ני
__name__:אלי מנשה,0.004524886877828055,0.0,0.19457890645244885,0.00010447389937413834,אלי מנשה,5,5,1,4.5951417004048585,שמואל וילוז'ני
__name__:מאיה כהן,0.004524886877828055,0.0,0.19457890645244885,0.00010447389937413928,מאיה כהן,5,5,1,4.5951417004048585,שמואל וילוז'ני
גדליה_בסר,0.00904977375565611,0.0,0.2387535771065183,0.0003542091813987765,גדליה בסר,10,10,1,3.7449392712550607,רותם קינן
__name__:יפעת ברסי,0.0027149321266968325,0.0,0.16325785165295098,2.7277261216926204e-07,יפעת ברסי,3,3,1,5.47672064777328,אלון נוימן
עליזה_רוזן,0.0036199095022624436,0.0,0.24169308763176955,0.0006142267110163661,עליזה רוזן,4,4,1,3.6993927125506074,זאב רווח
אלונה_טל,0.0027149321266968325,0.0,0.2275600812195048,0.00021943308288706388,אלונה טל,3,3,1,3.92914979757085,אושרי כהן
__name__:חיים אלמקייס,0.0027149321266968325,0.0,0.2275600812195048,0.0002194330828870668,חיים אלמקייס,3,3,1,3.92914979757085,אושרי כהן
__name__:ארנון צדוק,0.0027149321266968325,0.0,0.2275600812195048,0.00021943308288706743,ארנון צדוק,3,3,1,3.92914979757085,אושרי כהן
__name__:אמיתי אשכנזי,0.0027149321266968325,0.0,0.16325785165295098,2.727726121697822e-07,אמיתי אשכנזי,3,3,1,5.47672064777328,אלון נוימן
מירב_גרובר,0.0018099547511312218,0.0,0.17749412001087356,8.241848013888341e-06,מירב גרובר,2,2,1,5.037449392712551,הילה וידור
__name__:יואב רונן,0.004524886877828055,0.0,0.20031479258370016,7.099805240711134e-05,יואב רונן,5,5,1,4.463562753036437,דין מירושניקוב
__name__:רועי אלה,0.004524886877828055,0.0,0.20031479258370016,7.099805240711204e-05,רועי אלה,5,5,1,4.463562753036437,דין מירושניקוב
סטיבן_דורף,0.0018099547511312218,0.0,0.0018099547511312218,,סטיבן דורף,2,2,1,,
הדס_קלדרון,0.004524886877828055,0.0,0.20031479258370016,7.099805240711122e-05,הדס קלדרון,5,5,1,4.463562753036437,דין מירושניקוב
__name__:נואית אב,0.004524886877828055,0.0,0.20031479258370016,7.0998052407113e-05,נואית אב,5,5,1,4.463562753036437,דין מירושניקוב
מוטי_גלעדי,0.0027149321266968325,0.0,0.2033114465579097,8.081805681201635e-06,מוטי גלעדי,3,3,1,4.397773279352227,מיקי לאון
__name__:מריה זריק,0.004524886877828055,0.0,0.21384367835732698,3.611375687407965e-05,מריה זריק,5,5,1,4.181174089068826,צחי הלוי
__name__:ח'אולה איברהם,0.004524886877828055,0.0,0.21384367835732698,3.611375687408029e-05,ח'אולה איברהם,5,5,1,4.181174089068826,צחי הלוי
__name__:בהירה בלאסי,0.004524886877828055,0.0,0.21384367835732698,3.611375687408078e-05,בהירה בלאסי,5,5,1,4.181174089068826,צחי הלוי
__name__:נעמה פרייס,0.004524886877828055,0.0,0.21384367835732698,3.611375687407929e-05,נעמה פרייס,5,5,1,4.181174089068826,צחי הלוי
עבדאללה_עקל,0.0018099547511312218,0.0,0.0018099547511312218,,עבדאללה עקל,2,2,1,,
חיים_שריר,0.0027149321266968325,0.0,0.21893140899482472,3.996965163137687e-05,חיים שריר,3,3,1,4.084008097165992,יפתח קליין
אייל_שכטר,0.0009049773755656109,0.0,0.17984288177811844,8.945214945850174e-07,אייל שכטר,1,1,1,4.97165991902834,ליאת גליק
פטריק_סטיוארט,0.0036199095022624436,0.0,0.26981925329692047,0.0009243046924942046,פטריק סטיוארט,4,4,1,3.3137651821862346,ששון גבאי
לואי_נופי,0.0018099547511312218,0.0,0.0018099547511312218,,לואי נופי,2,2,1,,
לירון_וייסמן,0.005429864253393665,0.0,0.2140509414330307,0.0002347055753452436,לירון וייסמן,6,6,1,4.1771255060728745,ציון ברוך
רעות_אלוש,0.006334841628959276,0.0,0.2349436795994994,0.0012365619483641062,רעות אלוש,7,7,1,3.805668016194332,ישראל אטיאס
אביה_מלכה,0.005429864253393665,0.0,0.2140509414330307,0.00023470557534524376,אביה מלכה,6,6,1,4.1771255060728745,ציון ברוך
מור_חן,0.006334841628959276,0.0,0.2349436795994994,0.001236561948364105,מור חן,7,7,1,3.805668016194332,ישראל אטיאס
אמה_מדינג,0.0036199095022624436,0.0,0.2139472596982605,0.0002231478070211489,אמה מדינג,4,4,1,4.17914979757085,ציון ברוך
