actor_id,actor_name,actor_slug
ורד_פלדמן,ורד פלדמן,ורד_פלדמן
__name__:ורוניק ונדל,ורוניק ונדל,
ז'אק_כהן,ז'אק כהן,ז'אק_כהן
__name__:ז'וזפין דראי,ז'וזפין דראי,
ז'ולייט_בינוש,ז'ולייט בינוש,ז'ולייט_בינוש
__name__:ז'ניה וסרמן,ז'ניה וסרמן,
ז'רמן_אוניקובסקי,ז'רמן אוניקובסקי,ז'רמן_אוניקובסקי
זאב_ברלינסקי,זאב ברלינסקי,זאב_ברלינסקי
זאב_רווח,זאב רווח,זאב_רווח
__name__:זאב רווח,זאב רווח,
זאב_שמשוני,זאב שמשוני,זאב_שמשוני
זהבה_בן,זהבה בן,זהבה_בן
זהר_ליבה,זהר ליבה,זהר_ליבה
זהר_שטראוס,זהר שטראוס,זהר_שטראוס
זהרירה_חריפאי,זהרירה חריפאי,זהרירה_חריפאי
__name__:זוהר דינר,זוהר דינר,
זוהר_זמיר,זוהר זמיר,זוהר_זמיר
זלמן_לביוש,זלמן לביוש,זלמן_לביוש
__name__:ח'אולה איברהם,ח'אולה איברהם,
ח'אולה_חאג'-דיבסי,ח'אולה חאג'-דיבסי,ח'אולה_חאג'-דיבסי
ח'ליפה_נאטור,ח'ליפה נאטור,ח'ליפה_נאטור
חגית_דסברג,חגית דסברג,חגית_דסברג
__name__:חדיג'ה אל עאכד,חדיג'ה אל עאכד,
חוה_אלברשטיין,חוה אלברשטיין,חוה_אלברשטיין
__name__:חווה אלפרשטיין (אגמון),חווה אלפרשטיין (אגמון),
חווה_לוי_רוזלסקי,חווה לוי רוזלסקי,חווה_לוי_רוזלסקי
__name__:חוסיין יאסין מחאג'נה,חוסיין יאסין מחאג׳נה,
חופני_כהן,חופני כהן,חופני_כהן
חי_דוידוב,חי דוידוב,חי_דוידוב
חיה_הררית,חיה הררית,חיה_הררית
חיה_קציר,חיה קציר,חיה_קציר
חיים_אוסדון,חיים אוסדון,חיים_אוסדון
__name__:חיים אלמקייס,חיים אלמקייס,
חיים_אתגר,חיים אתגר,חיים_אתגר
__name__:חיים בוזגלו,חיים בוזגלו,
חיים_בנאי,חיים בנאי,חיים_בנאי
__name__:חיים ג'רפי,חיים ג'רפי,
חיים_זנאתי,חיים זנאתי,חיים_זנאתי
חיים_טופול,חיים טופול,חיים_טופול
__name__:חיים שועי,חיים שועי,
חיים_שריר,חיים שריר,חיים_שריר
חלי_גולדנברג,חלי גולדנברג,חלי_גולדנברג
__name__:חליל אלוהב,חליל אלוהב,
חן_אמסלם-זגורי,חן אמסלם-זגורי,חן_אמסלם-זגורי
חן_יאני,חן יאני,חן_יאני
__name__:חנה אזולאי-הספרי,חנה אזולאי-הספרי,
חנה_אזולאי-הספרי,חנה אזולאי-הספרי,חנה_אזולאי-הספרי
חנה_לסלאו,חנה לסלאו,חנה_לסלאו
חנה_מרון,חנה מרון,חנה_מרון
חנה_רובינא,חנה רובינא,חנה_רובינא
__name__:חנוך וובה,חנוך וובה,
חני_נחמיאס,חני נחמיאס,חני_נחמיאס
חני_פירסטנברג,חני פירסטנברג,חני_פירסטנברג
חנן_גולדבלט,חנן גולדבלט,חנן_גולדבלט
חנן_סביון,חנן סביון,חנן_סביון
__name__:טארק קופטי,טארק קופטי,
טובה_פרדו,טובה פרדו,טובה_פרדו
__name__:טובה קצב,טובה קצב,
__name__:טוביה גלבר,טוביה גלבר,
טוביה_דובלרו,טוביה דובלרו,טוביה_דובלרו
טוביה_צפיר,טוביה צפיר,טוביה_צפיר
טום_הנקס,טום הנקס,טום_הנקס
טונג'ל_קורטיז,טונג'ל קורטיז,טונג'ל_קורטיז
טונה_(ראפר),טונה,טונה_(ראפר)
__name__:טוני פק,טוני פק,
__name__:טטיאנה בלכר,טטיאנה בלכר,
__name__:טטנה כבדה אספה,טטנה כבדה אספה,
טיילור_מלכוב,טיילור מלכוב,טיילור_מלכוב
__name__:טינקרבל,טינקרבל,
טינקרבל,טינקרבל,טינקרבל
טל_טירנגל,טל טירנגל,טל_טירנגל
טל_מוסרי,טל מוסרי,טל_מוסרי
טל_פרידמן,טל פרידמן,טל_פרידמן
טל_קלאי,טל קלאי,טל_קלאי
טלי_אורן,טלי אורן,טלי_אורן
טלי_שרון,טלי שרון,טלי_שרון
טליה_ברטפלד,טליה ברטפלד,טליה_ברטפלד
טליה_שפירא,טליה שפירא,טליה_שפירא
יאיר_לפיד,יאיר לפיד,יאיר_לפיד
יאיר_ניצני,יאיר ניצני,יאיר_ניצני
__name__:יאיר נשר,יאיר נשר,
__name__:יאיר פורטל,יאיר פורטל,
יאיר_רובין,יאיר רובין,יאיר_רובין
יאנה_יוסף,יאנה יוסף,יאנה_יוסף
__name__:יבגני אורלוב,יבגני אורלוב,
__name__:יבגני מוליבוגה,יבגני מוליבוגה,
יבגניה_דודינה,יבגניה דודינה,יבגניה_דודינה
יגאל_בשן,יגאל בשן,יגאל_בשן
יגאל_נאור,יגאל נאור,יגאל_נאור
יגאל_עדיקא,יגאל עדיקא,יגאל_עדיקא
ידין_גלמן,ידין גלמן,ידין_גלמן
__name__:יהודה אלמגור,יהודה אלמגור,
יהודה_אפרוני,יהודה אפרוני,יהודה_אפרוני
__name__:יהודה בן-משה,יהודה בן-משה,
__name__:יהודה ברקן,יהודה ברקן,
יהודה_ברקן,יהודה ברקן,יהודה_ברקן
יהודה_לוי_(שחקן),יהודה לוי,יהודה_לוי_(שחקן)
יהודה_נהרי,יהודה נהרי,יהודה_נהרי
יהודה_פוקס_(שחקן),יהודה פוקס,יהודה_פוקס_(שחקן)
יהודית_סולה,יהודית סולה,יהודית_סולה
יהונתן_וילוז'ני,יהונתן וילוז'ני,יהונתן_וילוז'ני
יהונתן_סגל,יהונתן סגל,יהונתן_סגל
יהורם_גאון,יהורם גאון,יהורם_גאון
יהושע_ברטונוב,יהושע ברטונוב,יהושע_ברטונוב
יהושע_לוף,יהושע לוף,יהושע_לוף
__name__:יהלי פרידמן,יהלי פרידמן,
יואב_דונט,יואב דונט,יואב_דונט
יואב_הייט,יואב הייט,יואב_הייט
__name__:יואב כורש,יואב כורש,
יואב_לוי,יואב לוי,יואב_לוי
__name__:יואב סעדיאן רוזנברג,יואב סעדיאן רוזנברג,
יואב_צפיר,יואב צפיר,יואב_צפיר
יואב_רוטמן,יואב רוטמן,יואב_רוטמן
__name__:יואב רונן,יואב רונן,
יואל_רוזנקיאר,יואל רוזנקיאר,יואל_רוזנקיאר
יובל_בנאי,יובל בנאי,יובל_בנאי
__name__:יובל גל,יובל גל,
יובל_דיסקין,יובל דיסקין,יובל_דיסקין
יובל_זמיר,יובל זמיר,יובל_זמיר
יובל_ינאי,יובל ינאי,יובל_ינאי
יובל_מנדלסון,יובל מנדלסון,יובל_מנדלסון
יובל_סגל_(1971),יובל סגל,יובל_סגל_(1971)
יובל_סגל_(1980),יובל סגל,יובל_סגל_(1980)
יובל_סמו,יובל סמו,יובל_סמו
יובל_שם-טוב,יובל שם-טוב,יובל_שם-טוב
יובל_שרף,יובל שרף,יובל_שרף
__name__:יובל שרף,יובל שרף,
__name__:יובלי ליבני,יובלי ליבני,
יוגב_יפת,יוגב יפת,יוגב_יפת
__name__:יוגב קינן,יוגב קינן,
יולי_הרגיל-שדה,יולי הרגיל-שדה,יולי_הרגיל-שדה
יון_תומרקין,יון תומרקין,יון_תומרקין
יונה_אליאן,יונה אליאן,יונה_אליאן
יונה_עטרי,יונה עטרי,יונה_עטרי
יונתן_בר-אור_(1981),יונתן בר-אור,יונתן_בר-אור_(1981)
יונתן_דני,יונתן דני,יונתן_דני
__name__:יונתן להב ויסברג,יונתן להב ויסברג,
יונתן_סגל,יונתן סגל,יונתן_סגל
יונתן_צ'רצ'י,יונתן צ'רצ'י,יונתן_צ'רצ'י
__name__:יונתן שיראי,יונתן שיראי,
יוסוף_אבו_ורדה,יוסוף אבו ורדה,יוסוף_אבו_ורדה
__name__:יוסי אולו,יוסי אולו,
יוסי_אלפי,יוסי אלפי,יוסי_אלפי
יוסי_בנאי,יוסי בנאי,יוסי_בנאי
יוסי_גרבר,יוסי גרבר,יוסי_גרבר
יוסי_וידר,יוסי וידר,יוסי_וידר
יוסי_וירז'נסקי,יוסי וירז'נסקי,יוסי_וירז'נסקי
יוסי_ידין,יוסי ידין,יוסי_ידין
יוסי_מרשק,יוסי מרשק,יוסי_מרשק
יוסי_סגל,יוסי סגל,יוסי_סגל
יוסי_פולק,יוסי פולק,יוסי_פולק
יוסי_קאנץ,יוסי קאנץ,יוסי_קאנץ
יוסף_באשי_(שחקן),יוסף באשי,יוסף_באשי_(שחקן)
יוסף_ידין,יוסף ידין,יוסף_ידין
יוסף_כרמון,יוסף כרמון,יוסף_כרמון
יוסף_סוויד,יוסף סוויד,יוסף_סוויד
יוסף_שילוח,יוסף שילוח,יוסף_שילוח
__name__:יוסף שילוח,יוסף שילוח,
יורם_זק,יורם זק,יורם_זק
יורם_חטב,יורם חטב,יורם_חטב
__name__:יותם אביבי,יותם אביבי,
יותם_ישי,יותם ישי,יותם_ישי
יותם_קושניר,יותם קושניר,יותם_קושניר
יזהר_אשדות,יזהר אשדות,יזהר_אשדות
יחזקאל_לזרוב,יחזקאל לזרוב,יחזקאל_לזרוב
__name__:יחיאל אלקבץ,יחיאל אלקבץ,
יניב_ביטון,יניב ביטון,יניב_ביטון
__name__:יניב מויאל,יניב מויאל,
יניב_סוויסה,יניב סוויסה,יניב_סוויסה
יסמין_עיון,יסמין עיון,יסמין_עיון
יעל_אביב,יעל אביב,יעל_אביב
יעל_אבקסיס,יעל אבקסיס,יעל_אבקסיס
__name__:יעל בן דור,יעל בן דור,
יעל_בר_זוהר,יעל בר זוהר,יעל_בר_זוהר
יעל_גרובגלס,יעל גרובגלס,יעל_גרובגלס
יעל_הדר,יעל הדר,יעל_הדר
יעל_טוקר,יעל טוקר,יעל_טוקר
יעל_טל,יעל טל,יעל_טל
יעל_לבנטל,יעל לבנטל,יעל_לבנטל
__name__:יעל מפציר בוצר,יעל מפציר בוצר,
יעל_פולמן,יעל פולמן,יעל_פולמן
יעל_פרל_בקר,יעל פרל בקר,יעל_פרל_בקר
יעל_רייך,יעל רייך,יעל_רייך
יעל_שטולמן,יעל שטולמן,יעל_שטולמן
יעל_שרוני,יעל שרוני,יעל_שרוני
יעקב_אלפרין,יעקב אלפרין,יעקב_אלפרין
יעקב_בודו,יעקב בודו,יעקב_בודו
יעקב_בן_סירא,יעקב בן סירא,יעקב_בן_סירא
יעקב_בן-סירא,יעקב בן-סירא,יעקב_בן-סירא
יעקב_בנאי,יעקב בנאי,יעקב_בנאי
יעקב_הלפרין,יעקב הלפרין,יעקב_הלפרין
יעקב_זדה-דניאל,יעקב זדה-דניאל,יעקב_זדה-דניאל
יעקב_כהן_(שחקן),יעקב כהן,יעקב_כהן_(שחקן)
יעקב_פרי,יעקב פרי,יעקב_פרי
יערה_פלציג,יערה פלציג,יערה_פלציג
יפה_לוי,יפה לוי,יפה_לוי
יפה_תוסיה_כהן,יפה תוסיה כהן,יפה_תוסיה_כהן
יפית_אסולין,יפית אסולין,יפית_אסולין
__name__:יפית שלו,יפית שלו,
__name__:יפעת ברסי,יפעת ברסי,
יפתח_אופיר,יפתח אופיר,יפתח_אופיר
יפתח_ספקטור,יפתח ספקטור,יפתח_ספקטור
יפתח_קליין,יפתח קליין,יפתח_קליין
יפתח_קצור,יפתח קצור,יפתח_קצור
יצחק_בן-נר,יצחק בן-נר,יצחק_בן-נר
יצחק_חביס,יצחק חביס,יצחק_חביס
יצחק_חזקיה,יצחק חזקיה,יצחק_חזקיה
יצחק_מיכאל_שילה,יצחק מיכאל שילה,יצחק_מיכאל_שילה
יצחק_נאמן,יצחק נאמן,יצחק_נאמן
__name__:יקי יושע,יקי יושע,
יקי_רייסנר,יקי רייסנר,יקי_רייסנר
ירדן_בר-כוכבא,ירדן בר-כוכבא,ירדן_בר-כוכבא
ירדן_תוסייה_כהן,ירדן תוסייה כהן,ירדן_תוסייה_כהן
ירדנה_ארזי,ירדנה ארזי,ירדנה_ארזי
ירון_ברובינסקי,ירון ברובינסקי,ירון_ברובינסקי
ירון_ברלד,ירון ברלד,ירון_ברלד
ירון_לוי_סבג,ירון לוי סבג,ירון_לוי_סבג
ירון_לונדון,ירון לונדון,ירון_לונדון
ירון_מוטולה,ירון מוטולה,ירון_מוטולה
ישי_גולן,ישי גולן,ישי_גולן
ישי_לפידות,ישי לפידות,ישי_לפידות
ישראל_אוגלבו,ישראל אוגלבו,ישראל_אוגלבו
ישראל_אטיאס,ישראל אטיאס,ישראל_אטיאס
ישראל_גוריון,ישראל גוריון,ישראל_גוריון
ישראל_דמידוב,ישראל דמידוב,ישראל_דמידוב
__name__:ישראל מאיר וולקן,ישראל מאיר וולקן,
ישראל_פוליאקוב,ישראל פוליאקוב,ישראל_פוליאקוב
כריסטופר_ווקן,כריסטופר ווקן,כריסטופר_ווקן
__name__:כריסטינה מרסיליה,כריסטינה מרסיליה,
כרמי_גילון,כרמי גילון,כרמי_גילון
כרמית_מסילתי,כרמית מסילתי,כרמית_מסילתי
כרמל_נצר,כרמל נצר,כרמל_נצר
__name__:לאה שנירר,לאה שנירר,
לאונרד_ויטינג,לאונרד ויטינג,לאונרד_ויטינג
לאורה_ריבלין,לאורה ריבלין,לאורה_ריבלין
לבן_סגינשווילי,לבן סגינשווילי,לבן_סגינשווילי
לבנה_פינקלשטיין,לבנה פינקלשטיין,לבנה_פינקלשטיין
לואי_נופי,לואי נופי,לואי_נופי
לוסי_אהריש,לוסי אהריש,לוסי_אהריש
לוסי_דובינצ'יק,לוסי דובינצ'יק,לוסי_דובינצ'יק
לורנס_הארווי,לורנס הארווי,לורנס_הארווי
לטי_גרובמן,לטי גרובמן,לטי_גרובמן
ליא_קניג,ליא קניג,ליא_קניג
ליאו_פילר,ליאו פילר,ליאו_פילר
ליאון_רוזנברג,ליאון רוזנברג,ליאון_רוזנברג
ליאור_אשכנזי,ליאור אשכנזי,ליאור_אשכנזי
ליאור_דובדבני,ליאור דובדבני,ליאור_דובדבני
ליאור_ייני,ליאור ייני,ליאור_ייני
__name__:ליאור סורוקה,ליאור סורוקה,
__name__:ליאורה לוי,ליאורה לוי,
__name__:ליאורה רימון,ליאורה רימון,
ליאל_דניר,ליאל דניר,ליאל_דניר
__name__:ליאם גולן,ליאם גולן,
ליאנה_עיון,ליאנה עיון,ליאנה_עיון
ליאת_אקטע,ליאת אקטע,ליאת_אקטע
ליאת_גליק,ליאת גליק,ליאת_גליק
ליה_אללוף,ליה אללוף,ליה_אללוף
__name__:ליה ברנט,ליה ברנט,
ליהי_קורנובסקי,ליהי קורנובסקי,ליהי_קורנובסקי
ליז_רביאן,ליז רביאן,ליז_רביאן
ליטל_שוורץ,ליטל שוורץ,ליטל_שוורץ
לייב_לב_לוין,לייב לב לוין,לייב_לב_לוין
לילית_נגר,לילית נגר,לילית_נגר
לימור_גולדשטיין,לימור גולדשטיין,לימור_גולדשטיין
לינור_אברג'יל,לינור אברג'יל,לינור_אברג'יל
ליר_כץ,ליר כץ,ליר_כץ
לירון_בן-שלוש,לירון בן-שלוש,לירון_בן-שלוש
לירון_וייסמן,לירון וייסמן,לירון_וייסמן
לירון_לב,לירון לב,לירון_לב
לירון_לבו,לירון לבו,לירון_לבו
__name__:לירז עוזרי,לירז עוזרי,
לירז_צ'רכי,לירז צ'רכי,לירז_צ'רכי
לירית_בלבן,לירית בלבן,לירית_בלבן
__name__:ללא,ללא,
למיס_עמאר,למיס עמאר,למיס_עמאר
לנה_אטינגר,לנה אטינגר,לנה_אטינגר
לנה_פרייפלד,לנה פרייפלד,לנה_פרייפלד
לני_כהן,לני כהן,לני_כהן
__name__:לשה רוזנברג,לשה רוזנברג,
מאור_כהן,מאור כהן,מאור_כהן
מאור_לוי_(שחקן),מאור לוי,מאור_לוי_(שחקן)
מאור_שוויצר,מאור שוויצר,מאור_שוויצר
מאיה_בוסקילה,מאיה בוסקילה,מאיה_בוסקילה
__name__:מאיה ורדזאולי,מאיה ורדזאולי,
__name__:מאיה כהן,מאיה כהן,
מאיה_מרון,מאיה מרון,מאיה_מרון
מאיסה_עבד_אלהאדי,מאיסה עבד אלהאדי,מאיסה_עבד_אלהאדי
מאיר_בנאי,מאיר בנאי,מאיר_בנאי
__name__:מאיר דסה,מאיר דסה,
מאיר_מרגלית,מאיר מרגלית,מאיר_מרגלית
מאיר_סוויסה,מאיר סוויסה,מאיר_סוויסה
מאיר_סויסה,מאיר סויסה,מאיר_סויסה
מאיר_פניגשטיין,מאיר פניגשטיין,מאיר_פניגשטיין
מארק_איווניר,מארק איווניר,מארק_איווניר
מארק_אליהו,מארק אליהו,מארק_אליהו
__name__:מאתייה אורטליב,מאתייה אורטליב,
מוחמד_בכרי,מוחמד בכרי,מוחמד_בכרי
__name__:מוחמד גזאוי,מוחמד גזאוי,
מוטי_בן_ישי,מוטי בן ישי,מוטי_בן_ישי
מוטי_ברכאן,מוטי ברכאן,מוטי_ברכאן
מוטי_גלעדי,מוטי גלעדי,מוטי_גלעדי
מולי_שולמן,מולי שולמן,מולי_שולמן
מונה_זילברשטיין,מונה זילברשטיין,מונה_זילברשטיין
מוני_מושונוב,מוני מושונוב,מוני_מושונוב
__name__:מוני מושונוב,מוני מושונוב,
מוניקה_טסלר,מוניקה טסלר,מוניקה_טסלר
מוסקו_אלקלעי,מוסקו אלקלעי,מוסקו_אלקלעי
מוקי,מוקי,מוקי
מור_חן,מור חן,מור_חן
מור_פולנוהר,מור פולנוהר,מור_פולנוהר
__name__:מוראד חסן,מוראד חסן,
מוריה_אקונס,מוריה אקונס,מוריה_אקונס
מורין_אמור,מורין אמור,מורין_אמור
מוריס_כהן_(שחקן),מוריס כהן,מוריס_כהן_(שחקן)
מורן_אטיאס,מורן אטיאס,מורן_אטיאס
__name__:מורן לולו,מורן לולו,
מורן_רוזנבלט,מורן רוזנבלט,מורן_רוזנבלט
מושון_אלבוחר,מושון אלבוחר,מושון_אלבוחר
__name__:מחמוד שלבי,מחמוד שלבי,
מי-רן_מנקס,מי-רן מנקס,מי-רן_מנקס
מיה_דגן,מיה דגן,מיה_דגן
__name__:מיטל ברדה,מיטל ברדה,
מיטל_גל_סויסה,מיטל גל סויסה,מיטל_גל_סויסה
מיטל_דוהן,מיטל דוהן,מיטל_דוהן
__name__:מיטל פארן,מיטל פארן,
מייק_בורשטיין,מייק בורשטיין,מייק_בורשטיין
מייקל_לואיס_(דוגמן),מייקל לואיס,מייקל_לואיס_(דוגמן)
מיכאל_אלוני,מיכאל אלוני,מיכאל_אלוני
__name__:מיכאל גלנסקי,מיכאל גלנסקי,
מיכאל_הנגבי,מיכאל הנגבי,מיכאל_הנגבי
__name__:מיכאל לרנר,מיכאל לרנר,
מיכאל_מושונוב,מיכאל מושונוב,מיכאל_מושונוב
__name__:מיכאל פלמן,מיכאל פלמן,
מיכאל_שילה,מיכאל שילה,מיכאל_שילה
מיכאלה_עשת,מיכאלה עשת,מיכאלה_עשת
מיכה_סלקטר,מיכה סלקטר,מיכה_סלקטר
__name__:מיכה רוזנקיאר,מיכה רוזנקיאר,
מיכל_אמדורסקי,מיכל אמדורסקי,מיכל_אמדורסקי
__name__:מיכל בת-אדם,מיכל בת-אדם,
מיכל_בת-אדם,מיכל בת-אדם,מיכל_בת-אדם
מיכל_ויינברג,מיכל ויינברג,מיכל_ויינברג
מיכל_זוארץ,מיכל זוארץ,מיכל_זוארץ
__name__:מיכל זיס,מיכל זיס,
__name__:מיכל טרבס,מיכל טרבס,
מיכל_ינאי,מיכל ינאי,מיכל_ינאי
מיכל_מוכתר,מיכל מוכתר,מיכל_מוכתר
__name__:מיכל פורס,מיכל פורס,
__name__:מיכל רנד,מיכל רנד,
מיכל_שטמלר,מיכל שטמלר,מיכל_שטמלר
מילי_אביטל,מילי אביטל,מילי_אביטל
מילי_עשת,מילי עשת,מילי_עשת
__name__:מיקה רייס,מיקה רייס,
מיקי_לאון,מיקי לאון,מיקי_לאון
מיקי_קם,מיקי קם,מיקי_קם
מירב_גרובר,מירב גרובר,מירב_גרובר
מירי_אלוני,מירי אלוני,מירי_אלוני
מירי_מסיקה,מירי מסיקה,מירי_מסיקה
מירי_פביאן,מירי פביאן,מירי_פביאן
מישא_אשרוב,מישא אשרוב,מישא_אשרוב
מישה_אשרוב,מישה אשרוב,מישה_אשרוב
__name__:מישל גוריאשוילי,מישל גוריאשוילי,
__name__:מישקה זילברשטיין,מישקה זילברשטיין,
מכרם_ח'ורי,מכרם ח'ורי,מכרם_ח'ורי
מלאני_גריפית',מלאני גריפית',מלאני_גריפית'
__name__:מלאני למברסקי,מלאני למברסקי,
מלאני_פרס,מלאני פרס,מלאני_פרס
מלי_לוי,מלי לוי,מלי_לוי
מלי_לוי_גרשון,מלי לוי גרשון,מלי_לוי_גרשון
מנדי_רייס-דייוויס,מנדי רייס-דייוויס,מנדי_רייס-דייוויס
מנואל_אלקסלסי_ורדי,מנואל אלקסלסי ורדי,מנואל_אלקסלסי_ורדי
מנחם_זילברמן,מנחם זילברמן,מנחם_זילברמן
מנחם_עיני,מנחם עיני,מנחם_עיני
מני_פאר,מני פאר,מני_פאר
מנשה_ורשבסקי,מנשה ורשבסקי,מנשה_ורשבסקי
מנשה_נוי,מנשה נוי,מנשה_נוי
__name__:מנשה נוי,מנשה נוי,
מעיין_בלום,מעיין בלום,מעיין_בלום
__name__:מעיין הרוש,מעיין הרוש,
מעיין_לאוב,מעיין לאוב,מעיין_לאוב
__name__:מעיין תורג'מן,מעיין תורג'מן,
מעין_וינשטוק,מעין וינשטוק,מעין_וינשטוק
__name__:מעין ערמני,מעין ערמני,
מקס_אולארצ'יק,מקס אולארצ'יק,מקס_אולארצ'יק
__name__:מקסים צ'רניך,מקסים צ'רניך,
__name__:מרגלית עובד,מרגלית עובד,
מרדכי_בן-זאב,מרדכי בן-זאב,מרדכי_בן-זאב
מרדכי_שפיגלר,מרדכי שפיגלר,מרדכי_שפיגלר
__name__:מרטין אוגובו,מרטין אוגובו,
מריאנו_אידלמן,מריאנו אידלמן,מריאנו_אידלמן
מריה_אובנוב,מריה אובנוב,מריה_אובנוב
__name__:מריה זריק,מריה זריק,
מרים_ברנשטיין-כהן,מרים ברנשטיין-כהן,מרים_ברנשטיין-כהן
מרים_גבריאלי,מרים גבריאלי,מרים_גבריאלי
מרים_זוהר,מרים זוהר,מרים_זוהר
מרלן_בג'אלי,מרלן בג'אלי,מרלן_בג'אלי
משה_איבגי,משה איבגי,משה_איבגי
משה_איש_כסית,משה איש כסית,משה_איש_כסית
משה_אשכנזי_(שחקן),משה אשכנזי,משה_אשכנזי_(שחקן)
משה_דץ,משה דץ,משה_דץ
__name__:משה ויידר,משה ויידר,
__name__:משה סולו,משה סולו,
משה_פולקנפליק,משה פולקנפליק,משה_פולקנפליק
משה_פרסטר,משה פרסטר,משה_פרסטר
__name__:משה קדם,משה קדם,
__name__:משי אולינסקי,משי אולינסקי,
משי_קלינשטיין,משי קלינשטיין,משי_קלינשטיין
מתי_אטלס,מתי אטלס,מתי_אטלס
מתי_סרי,מתי סרי,מתי_סרי
מתן_לקס,מתן לקס,מתן_לקס
__name__:נאוה זיו,נאוה זיו,
__name__:נאור ואטורי,נאור ואטורי,
נאיה_בינשטוק,נאיה בינשטוק,נאיה_בינשטוק
נאיה_פדרמן,נאיה פדרמן,נאיה_פדרמן
נבו_קמחי,נבו קמחי,נבו_קמחי
נדב_גדג',נדב גדג',נדב_גדג'
__name__:נדיה טיכונובה,נדיה טיכונובה,
נדיה_קוצ'ר,נדיה קוצ'ר,נדיה_קוצ'ר
__name__:נואית אב,נואית אב,
נואל_ברקוביץ',נואל ברקוביץ',נואל_ברקוביץ'
נוה_צור,נוה צור,נוה_צור
נווה_צור,נווה צור,נווה_צור
נוויד_נגהבאן,נוויד נגהבאן,נוויד_נגהבאן
נולי_עומר,נולי עומר,נולי_עומר
נוני_גפן,נוני גפן,נוני_גפן
נועה_ברקאי,נועה ברקאי,נועה_ברקאי
נועה_גולדברג,נועה גולדברג,נועה_גולדברג
נועה_מימן,נועה מימן,נועה_מימן
__name__:נועה מנדל,נועה מנדל,
נועה_קולר,נועה קולר,נועה_קולר
נועה_קירל,נועה קירל,נועה_קירל
נועה_קנולר,נועה קנולר,נועה_קנולר
נועם_אימבר,נועם אימבר,נועם_אימבר
נועם_קניאל,נועם קניאל,נועם_קניאל
__name__:נועם קפלן,נועם קפלן,
__name__:נועם שנהב,נועם שנהב,
__name__:נופר אוחיון,נופר אוחיון,
__name__:נופר אלדיס,נופר אלדיס,
__name__:נור פיבק,נור פיבק,
נורית_גלרון,נורית גלרון,נורית_גלרון
נורמן_עיסא,נורמן עיסא,נורמן_עיסא
נחום_שליט,נחום שליט,נחום_שליט
נחמה_הנדל,נחמה הנדל,נחמה_הנדל
נטלי_עטיה,נטלי עטיה,נטלי_עטיה
נטלי_פורטמן,נטלי פורטמן,נטלי_פורטמן
__name__:נטליה פאוסט,נטליה פאוסט,
נטע_גרטי,נטע גרטי,נטע_גרטי
נטע_מורן,נטע מורן,נטע_מורן
נטע_סובול,נטע סובול,נטע_סובול
נטע_רוט,נטע רוט,נטע_רוט
נטע_ריסקין,נטע ריסקין,נטע_ריסקין
נטע_שפיגלמן,נטע שפיגלמן,נטע_שפיגלמן
נטשה_מנור,נטשה מנור,נטשה_מנור
ניב_מג'ר,ניב מג'ר,ניב_מג'ר
__name__:ניב ניסים,ניב ניסים,
ניב_סולטן,ניב סולטן,ניב_סולטן
נילי_צרויה,נילי צרויה,נילי_צרויה
נינה_קוטלר,נינה קוטלר,נינה_קוטלר
__name__:נינט דינר,נינט דינר,
נינט_טייב,נינט טייב,נינט_טייב
ניסים_עזיקרי,ניסים עזיקרי,ניסים_עזיקרי
ניצה_שאול,ניצה שאול,ניצה_שאול
ניקי_גולדשטיין,ניקי גולדשטיין,ניקי_גולדשטיין
__name__:ניר ברק,ניר ברק,
ניר_לוי,ניר לוי,ניר_לוי
ניר_רון,ניר רון,ניר_רון
נירה_גל,נירה גל,נירה_גל
__name__:ניתאי גבירץ,ניתאי גבירץ,
__name__:נל ברלו,נל ברלו,
נלי_תגר,נלי תגר,נלי_תגר
נמרוד_הוכנברג,נמרוד הוכנברג,נמרוד_הוכנברג
נסים_סרוסי,נסים סרוסי,נסים_סרוסי
נסים_עזיקרי,נסים עזיקרי,נסים_עזיקרי
נעמה_אמית,נעמה אמית,נעמה_אמית
__name__:נעמה פרייס,נעמה פרייס,
__name__:נעמה פריס,נעמה פריס,
נעמה_שנדר,נעמה שנדר,נעמה_שנדר
נעמי_לבוב,נעמי לבוב,נעמי_לבוב
נצנת_מקונן,נצנת מקונן,נצנת_מקונן
__name__:נרונה דה מאסדו קפלן,נרונה דה מאסדו קפלן,
נתי_קלוגר,נתי קלוגר,נתי_קלוגר
נתי_רביץ,נתי רביץ,נתי_רביץ
נתן_גושן,נתן גושן,נתן_גושן
נתן_דטנר,נתן דטנר,נתן_דטנר
נתן_זהבי,נתן זהבי,נתן_זהבי
נתן_כוגן,נתן כוגן,נתן_כוגן
__name__:נתן מגד,נתן מגד,
__name__:נתן נתנזון,נתן נתנזון,
נתן_רביץ,נתן רביץ,נתן_רביץ
סאלח_בכרי,סאלח בכרי,סאלח_בכרי
__name__:סאמר קופטי,סאמר קופטי,
סוהיל_חדאד,סוהיל חדאד,סוהיל_חדאד
סוול_אריאל_אור,סוול אריאל אור,סוול_אריאל_אור
__name__:סוזי לקלר,סוזי לקלר,
סטיבן_דורף,סטיבן דורף,סטיבן_דורף
סי_היימן,סי היימן,סי_היימן
__name__:סיביל דאנינג,סיביל דאנינג,
סיגלית_פוקס,סיגלית פוקס,סיגלית_פוקס
