actor_id,display_name,algorithm,community_id,community_size
אנסטסיה_פיין,אנסטסייה פיין,greedy_modularity,4,91
רומי_אבירם,רומי אבירם,greedy_modularity,4,91
__name__:רמי דוידוף,רמי דוידוף,greedy_modularity,4,91
עדי_חבשוש,עדי חבשוש,greedy_modularity,4,91
אופיר_נהרי,אופיר נהרי,greedy_modularity,4,91
ליאור_דובדבני,ליאור דובדבני,greedy_modularity,4,91
__name__:רואי אלסברג,רואי אלסברג,greedy_modularity,4,91
__name__:נאור ואטורי,נאור ואטורי,greedy_modularity,4,91
דינה_סנדרסון,דינה סנדרסון,greedy_modularity,4,91
יובל_זמיר,יובל זמיר,greedy_modularity,4,91
יסמין_עיון,יסמין עיון,greedy_modularity,4,91
עומר_חזן,עומר חזן,greedy_modularity,4,91
__name__:מאיה כהן,מאיה כהן,greedy_modularity,4,91
דורית_לב-ארי,דורית לב-ארי,greedy_modularity,4,91
שבתאי_קונורטי,שבתאי קונורטי,greedy_modularity,4,91
שרון_אלימלך,שרון אלימלך,greedy_modularity,4,91
מור_חן,מור חן,greedy_modularity,4,91
אורלי_זילברשץ,אורלי זילברשץ,greedy_modularity,4,91
תומר_חמד,תומר חמד,greedy_modularity,4,91
אביב_אלוש,אביב אלוש,greedy_modularity,4,91
__name__:רוי קרניאל,רוי קרניאל,greedy_modularity,4,91
יגאל_נאור,יגאל נאור,greedy_modularity,4,91
__name__:יבגני אורלוב,יבגני אורלוב,greedy_modularity,4,91
איציק_כהן_(שחקן),איציק כהן,greedy_modularity,4,91
רועי_בר_נתן,רועי בר נתן,greedy_modularity,5,81
__name__:איתי בוזגלו,איתי בוזגלו,greedy_modularity,5,81
עליזה_רוזן,עליזה רוזן,greedy_modularity,5,81
נינה_קוטלר,נינה קוטלר,greedy_modularity,5,81
דפנה_רכטר,דפנה רכטר,greedy_modularity,5,81
גל_לב,גל לב,greedy_modularity,5,81
רון_שחר,רון שחר,greedy_modularity,5,81
מיכל_זוארץ,מיכל זוארץ,greedy_modularity,5,81
אורנה_פיטוסי,אורנה פיטוסי,greedy_modularity,5,81
כרמל_נצר,כרמל נצר,greedy_modularity,5,81
מילי_אביטל,מילי אביטל,greedy_modularity,5,81
ישראל_דמידוב,ישראל דמידוב,greedy_modularity,5,81
__name__:אימוס איינו,אימוס איינו,greedy_modularity,5,81
הדס_קלדרון,הדס קלדרון,greedy_modularity,5,81
__name__:אנט כהן,אנט כהן,greedy_modularity,5,81
סער_בדישי,סער בדישי,greedy_modularity,5,81
ערן_איוניר,ערן איוניר,greedy_modularity,5,81
__name__:יואב רונן,יואב רונן,greedy_modularity,5,81
__name__:מאיר דסה,מאיר דסה,greedy_modularity,5,81
גבי_עמרני,גבי עמרני,greedy_modularity,5,81
גיא_מרוז,גיא מרוז,greedy_modularity,5,81
ארנון_צדוק,ארנון צדוק,greedy_modularity,5,81
חיים_זנאתי,חיים זנאתי,greedy_modularity,5,81
חוה_אלברשטיין,חוה אלברשטיין,greedy_modularity,5,81
__name__:מנשה נוי,מנשה נוי,greedy_modularity,5,81
ז'רמן_אוניקובסקי,ז'רמן אוניקובסקי,greedy_modularity,5,81
גילי_סער,גילי סער,greedy_modularity,5,81
הגר_בן_אשר,הגר בן אשר,greedy_modularity,5,81
__name__:שרון ברק,שרון ברק,greedy_modularity,5,81
__name__:לאה שנירר,לאה שנירר,greedy_modularity,5,81
דין_מירושניקוב,דין מירושניקוב,greedy_modularity,5,81
__name__:יוגב קינן,יוגב קינן,greedy_modularity,5,81
__name__:עדי אבן טוב,עדי אבן טוב,greedy_modularity,5,81
רות_פרחי,רות פרחי,greedy_modularity,5,81
יונה_עטרי,יונה עטרי,greedy_modularity,5,81
מייקל_לואיס_(דוגמן),מייקל לואיס,greedy_modularity,5,81
גילת_אנקורי,גילת אנקורי,greedy_modularity,5,81
רותי_אסרסאי,רותי אסרסאי,greedy_modularity,5,81
דורי_בן_זאב,דורי בן זאב,greedy_modularity,5,81
__name__:טטנה כבדה אספה,טטנה כבדה אספה,greedy_modularity,5,81
__name__:דבבה אשטו,דבבה אשטו,greedy_modularity,5,81
נצנת_מקונן,נצנת מקונן,greedy_modularity,5,81
__name__:רועי אלה,רועי אלה,greedy_modularity,5,81
הילה_סעדה,הילה סעדה,greedy_modularity,5,81
__name__:אילן חזן,אילן חזן,greedy_modularity,5,81
דנה_דבורין,דנה דבורין,greedy_modularity,5,81
נבו_קמחי,נבו קמחי,greedy_modularity,5,81
סמדר_קילצ'ינסקי,סמדר קילצ'ינסקי,greedy_modularity,5,81
תום_אבני,תום אבני,greedy_modularity,5,81
אבי_פניני,אבי פניני,greedy_modularity,5,81
פיני_טבגר,פיני טבגר,greedy_modularity,5,81
נטשה_מנור,נטשה מנור,greedy_modularity,5,81
אילן_דר,אילן דר,greedy_modularity,5,81
__name__:אקסל אזולאי,אקסל אזולאי,greedy_modularity,5,81
אלברט_אילוז,אלברט אילוז,greedy_modularity,5,81
דני_שטג,דני שטג,greedy_modularity,5,81
עמוס_לביא,עמוס לביא,greedy_modularity,5,81
ענת_וקסמן,ענת וקסמן,greedy_modularity,5,81
רובי_פורת_שובל,רובי פורת שובל,greedy_modularity,5,81
__name__:איציק זוהר,איציק זוהר,greedy_modularity,5,81
ראובן_דיין,ראובן דיין,greedy_modularity,5,81
__name__:דן תורג'מן,דן תורג'מן,greedy_modularity,5,81
שמואל_קלדרון,שמואל קלדרון,greedy_modularity,5,81
__name__:רותי גולדברג,רותי גולדברג,greedy_modularity,5,81
לנה_אטינגר,לנה אטינגר,greedy_modularity,5,81
__name__:דניאל ניזרי,דניאל ניזרי,greedy_modularity,5,81
__name__:מיטל פארן,מיטל פארן,greedy_modularity,5,81
__name__:מיכל בת-אדם,מיכל בת-אדם,greedy_modularity,5,81
מוסקו_אלקלעי,מוסקו אלקלעי,greedy_modularity,5,81
יהודה_אפרוני,יהודה אפרוני,greedy_modularity,5,81
__name__:נואית אב,נואית אב,greedy_modularity,5,81
__name__:חיים בוזגלו,חיים בוזגלו,greedy_modularity,5,81
ליז_רביאן,ליז רביאן,greedy_modularity,5,81
__name__:ג'נט סבג,ג'נט סבג,greedy_modularity,5,81
זאב_רווח,זאב רווח,greedy_modularity,5,81
רפי_תבור,רפי תבור,greedy_modularity,5,81
__name__:יאיר נשר,יאיר נשר,greedy_modularity,5,81
אורלי_בן-גרטי,אורלי בן-גרטי,greedy_modularity,5,81
__name__:חנוך וובה,חנוך וובה,greedy_modularity,5,81
__name__:אורלי טובלי פולק,אורלי טובלי פולק,greedy_modularity,5,81
חיים_אתגר,חיים אתגר,greedy_modularity,5,81
יאנה_יוסף,יאנה יוסף,greedy_modularity,6,67
גאיה_טראוב,גאיה טראוב,greedy_modularity,6,67
דניאל_גד,דניאל גד,greedy_modularity,6,67
שירן_סנדל,שירן סנדל,greedy_modularity,6,67
ליהי_קורנובסקי,ליהי קורנובסקי,greedy_modularity,6,67
נדב_גדג',נדב גדג',greedy_modularity,6,67
אביגיל_אריאלי,אביגיל אריאלי,greedy_modularity,6,67
יוסף_שילוח,יוסף שילוח,greedy_modularity,6,67
__name__:גלי בן נר,גלי בן נר,greedy_modularity,6,67
__name__:ניב ניסים,ניב ניסים,greedy_modularity,6,67
נמרוד_הוכנברג,נמרוד הוכנברג,greedy_modularity,6,67
עדן_סבן,עדן סבן,greedy_modularity,6,67
ארז_עובד,ארז עובד,greedy_modularity,6,67
מילי_עשת,מילי עשת,greedy_modularity,6,67
אסף_קורמן,אסף קורמן,greedy_modularity,6,67
ניר_לוי,ניר לוי,greedy_modularity,6,67
נעמי_לבוב,נעמי לבוב,greedy_modularity,6,67
מיכל_אמדורסקי,מיכל אמדורסקי,greedy_modularity,6,67
__name__:עפר גרינברג,עפר גרינברג,greedy_modularity,6,67
__name__:ג'ון בנג'מין היקי,ג'ון בנג'מין היקי,greedy_modularity,6,67
משי_קלינשטיין,משי קלינשטיין,greedy_modularity,6,67
נוה_צור,נוה צור,greedy_modularity,6,67
הדר_לוי,הדר לוי,greedy_modularity,6,67
מאיה_בוסקילה,מאיה בוסקילה,greedy_modularity,6,67
אדר_גולד,אדר גולד,greedy_modularity,6,67
__name__:פרפילאב מונגוזה,פרפילאב מונגוזה,greedy_modularity,6,67
גבריאל_עמרי_לוקאס,עומרי לוקאס,greedy_modularity,6,67
אליענה_בקייר,אליענה בקייר,greedy_modularity,6,67
אלי_אילדיס,אלי אילדיס,greedy_modularity,6,67
אדם_גבאי,אדם גבאי,greedy_modularity,6,67
נאיה_בינשטוק,נאיה בינשטוק,greedy_modularity,6,67
פנינה_רוזנבלום,פנינה רוזנבלום,greedy_modularity,6,67
נטע_רוט,נטע רוט,greedy_modularity,6,67
אורית_פוקס,אורית פוקס,greedy_modularity,6,67
דניאל_מורשת,דניאל מורשת,greedy_modularity,6,67
מארק_אליהו,מארק אליהו,greedy_modularity,6,67
__name__:ליאם גולן,ליאם גולן,greedy_modularity,6,67
אלעד_צפני,אלעד צפני,greedy_modularity,6,67
אליאנה_תדהר,אליאנה תדהר,greedy_modularity,6,67
רונלד_זרפלד,רונלד זרפלד,greedy_modularity,6,67
__name__:חיים שועי,חיים שועי,greedy_modularity,6,67
אמירה_בוזגלו,אמירה בוזגלו,greedy_modularity,6,67
יונה_אליאן,יונה אליאן,greedy_modularity,6,67
רותם_סלע,רותם סלע,greedy_modularity,6,67
סוול_אריאל_אור,סוול אריאל אור,greedy_modularity,6,67
סנדי_בר,סנדי בר,greedy_modularity,6,67
אבי_דנגור,אבי דנגור,greedy_modularity,6,67
דודו_טסה,דודו טסה,greedy_modularity,6,67
אנה_ארונוב,אנה ארונוב,greedy_modularity,6,67
__name__:קובי סויסה,קובי סויסה,greedy_modularity,6,67
אמיר_ח'ורי,אמיר ח'ורי,greedy_modularity,6,67
אילנית_לוי,אילנית לוי,greedy_modularity,6,67
רז_זהבי,רז זהבי,greedy_modularity,6,67
תמיר_גינזבורג,תמיר גינזבורג,greedy_modularity,6,67
__name__:.,.,greedy_modularity,6,67
זהר_ליבה,זהר ליבה,greedy_modularity,6,67
נוני_גפן,נוני גפן,greedy_modularity,6,67
אורי_ברויר,אורי ברויר,greedy_modularity,6,67
יהונתן_וילוז'ני,יהונתן וילוז'ני,greedy_modularity,6,67
תובל_שפיר,תובל שפיר,greedy_modularity,6,67
ליר_כץ,ליר כץ,greedy_modularity,6,67
אלה_ארמוני,אלה ארמוני,greedy_modularity,6,67
מיקי_קם,מיקי קם,greedy_modularity,6,67
שייע_פייגנבוים,שייע פייגנבוים,greedy_modularity,6,67
רוני_דלומי,רוני דלומי,greedy_modularity,6,67
ג'ובאני_רוסו,ג'ובאני רוסו,greedy_modularity,6,67
עלא_דקה,עלא דקה,greedy_modularity,6,67
אורי_גבריאל,אורי גבריאל,greedy_modularity,7,59
אוולין_הגואל,אוולין הגואל,greedy_modularity,7,59
צביקה_הדר,צביקה הדר,greedy_modularity,7,59
ראידה_אדון,ראידה אדון,greedy_modularity,7,59
עפר_שכטר,עפר שכטר,greedy_modularity,7,59
צחי_נוי,צחי נוי,greedy_modularity,7,59
שלום_אסייג,שלום אסייג,greedy_modularity,7,59
דניאל_סוויסה,דניאל סוויסה,greedy_modularity,7,59
הרצל_טובי,הרצל טובי,greedy_modularity,7,59
לינור_אברג'יל,לינור אברג'יל,greedy_modularity,7,59
__name__:אלמוג רוזנו,אלמוג רוזנו,greedy_modularity,7,59
מוריס_כהן_(שחקן),מוריס כהן,greedy_modularity,7,59
גבי_דן,גבי דן,greedy_modularity,7,59
אריה_מוסקונה,אריה מוסקונה,greedy_modularity,7,59
דניאל_אסייג,דניאל אסייג,greedy_modularity,7,59
יפה_לוי,יפה לוי,greedy_modularity,7,59
__name__:ענבל גלאם,ענבל גלאם,greedy_modularity,7,59
__name__:צ'ינו אלמיזרק,צ'ינו אלמיזרק,greedy_modularity,7,59
שרונה_אלימלך,שרונה אלימלך,greedy_modularity,7,59
אבי_אוריה,אבי אוריה,greedy_modularity,7,59
שלומי_קוריאט,שלומי קוריאט,greedy_modularity,7,59
דובר_קוסאשווילי,דובר קוסאשווילי,greedy_modularity,7,59
ישראל_אטיאס,ישראל אטיאס,greedy_modularity,7,59
ירון_לוי_סבג,ירון לוי סבג,greedy_modularity,7,59
__name__:שרון צוקרמן,שרון צוקרמן,greedy_modularity,7,59
לבן_סגינשווילי,לבן סגינשווילי,greedy_modularity,7,59
אלכסנדר_סנדרוביץ',אלכסנדר סנדרוביץ',greedy_modularity,7,59
יוסי_וידר,יוסי וידר,greedy_modularity,7,59
__name__:מאיה ורדזאולי,מאיה ורדזאולי,greedy_modularity,7,59
אריק_משעלי,אריק משעלי,greedy_modularity,7,59
__name__:שושה גור,שושה גור,greedy_modularity,7,59
__name__:לירז עוזרי,לירז עוזרי,greedy_modularity,7,59
__name__:מלאני למברסקי,מלאני למברסקי,greedy_modularity,7,59
יצחק_נאמן,יצחק נאמן,greedy_modularity,7,59
__name__:דקל וקנין,דקל וקנין,greedy_modularity,7,59
חי_דוידוב,חי דוידוב,greedy_modularity,7,59
ליאת_אקטע,ליאת אקטע,greedy_modularity,7,59
עמנואל_הורי,עמנואל הורי,greedy_modularity,7,59
אסתי_זקהיים,אסתי זקהיים,greedy_modularity,7,59
__name__:מישל גוריאשוילי,מישל גוריאשוילי,greedy_modularity,7,59
רמי_קאשי,רמי קאשי,greedy_modularity,7,59
גברי_לוי,גברי לוי,greedy_modularity,7,59
ריימונד_אבקסיס,ריימונד אבקסיס,greedy_modularity,7,59
שרון_חזיז,שרון חזיז,greedy_modularity,7,59
__name__:גנגה אליקשוילי,גנגה אליקשוילי,greedy_modularity,7,59
אוראל_צברי,אוראל צברי,greedy_modularity,7,59
אוולין_קפלון,אוולין קפלון,greedy_modularity,7,59
עודד_מנסטר,עודד מנסטר,greedy_modularity,7,59
שרלין_חזיזה,שרלין חזיזה,greedy_modularity,7,59
אורלי_פרל,אורלי פרל,greedy_modularity,7,59
ג'וליה_מסלאווי,ג'וליה מסלאווי,greedy_modularity,7,59
__name__:פאטה גוליאשווילי ו,פאטה גוליאשווילי ו,greedy_modularity,7,59
יגאל_עדיקא,יגאל עדיקא,greedy_modularity,7,59
גרא_סנדלר,גרא סנדלר,greedy_modularity,7,59
עדי_הימלבלוי,עדי הימלבלוי,greedy_modularity,7,59
__name__:יאיר פורטל,יאיר פורטל,greedy_modularity,7,59
עדי_אלון,עדי אלון,greedy_modularity,7,59
מוטי_בן_ישי,מוטי בן ישי,greedy_modularity,7,59
אופירה_רחמים,אופירה רחמים,greedy_modularity,7,59
אסתי_קוסוביצקי,אסתי קוסוביצקי,greedy_modularity,8,49
__name__:שני בן חיים,שני בן חיים,greedy_modularity,8,49
ח'אולה_חאג'-דיבסי,ח'אולה חאג'-דיבסי,greedy_modularity,8,49
מקס_אולארצ'יק,מקס אולארצ'יק,greedy_modularity,8,49
יואב_לוי,יואב לוי,greedy_modularity,8,49
ערן_מור,ערן מור,greedy_modularity,8,49
ירדן_תוסייה_כהן,ירדן תוסייה כהן,greedy_modularity,8,49
עלי_נאסר,עלי נאסר,greedy_modularity,8,49
אהרן_טרייטל,אהרן טרייטל,greedy_modularity,8,49
__name__:רונית פלד,רונית פלד,greedy_modularity,8,49
__name__:ליאורה לוי,ליאורה לוי,greedy_modularity,8,49
__name__:אדיב ספדי,אדיב ספדי,greedy_modularity,8,49
מורין_אמור,מורין אמור,greedy_modularity,8,49
ג'ואנה_סעיד,ג'ואנה סעיד,greedy_modularity,8,49
נתי_רביץ,נתי רביץ,greedy_modularity,8,49
הילה_סורג'ון_פישר,הילה סורג'ון פישר,greedy_modularity,8,49
__name__:טארק קופטי,טארק קופטי,greedy_modularity,8,49
__name__:סאמר קופטי,סאמר קופטי,greedy_modularity,8,49
אושרי_סהר,אושרי סהר,greedy_modularity,8,49
ריקי_בליך,ריקי בליך,greedy_modularity,8,49
__name__:מוחמד גזאוי,מוחמד גזאוי,greedy_modularity,8,49
ח'ליפה_נאטור,ח'ליפה נאטור,greedy_modularity,8,49
__name__:אורית סמואל,אורית סמואל,greedy_modularity,8,49
מאיסה_עבד_אלהאדי,מאיסה עבד אלהאדי,greedy_modularity,8,49
נווה_צור,נווה צור,greedy_modularity,8,49
יעל_לבנטל,יעל לבנטל,greedy_modularity,8,49
__name__:אביתר מור,אביתר מור,greedy_modularity,8,49
סלווה_נקארה,סלווה נקארה,greedy_modularity,8,49
אסיל_פרחאת,אסיל פרחאת,greedy_modularity,8,49
בת_חן_סבג,בת חן סבג,greedy_modularity,8,49
ניב_מג'ר,ניב מג'ר,greedy_modularity,8,49
יולי_הרגיל-שדה,יולי הרגיל-שדה,greedy_modularity,8,49
אלינור_סלע,אלינור סלע,greedy_modularity,8,49
ליאון_רוזנברג,ליאון רוזנברג,greedy_modularity,8,49
תאמר_נפאר,תאמר נפאר,greedy_modularity,8,49
רבקה_בכר,רבקה בכר,greedy_modularity,8,49
רועי_ויינברג,רועי ויינברג,greedy_modularity,8,49
רועי_ניק,רועי ניק,greedy_modularity,8,49
רמי_ברוך,רמי ברוך,greedy_modularity,8,49
__name__:רותי לנדאו,רותי לנדאו,greedy_modularity,8,49
__name__:מחמוד שלבי,מחמוד שלבי,greedy_modularity,8,49
שלומי_שבן,שלומי שבן,greedy_modularity,8,49
מרלן_בג'אלי,מרלן בג'אלי,greedy_modularity,8,49
__name__:עמרי פירר,עמרי פירר,greedy_modularity,8,49
אסף_הרץ,אסף הרץ,greedy_modularity,8,49
__name__:גור שטיינברג,גור שטיינברג,greedy_modularity,8,49
ריף_כהן,ריף כהן,greedy_modularity,8,49
__name__:סעיד דסוקי,סעיד דסוקי,greedy_modularity,8,49
אמל_מורקוס,אמל מורקוס,greedy_modularity,8,49
__name__:דני יגיל,דני יגיל,greedy_modularity,9,33
רן_יגיל,רן יגיל,greedy_modularity,9,33
__name__:נופר אלדיס,נופר אלדיס,greedy_modularity,9,33
__name__:אבי בירנבאום,אבי בירנבאום,greedy_modularity,9,33
__name__:אוהד הול,אוהד הול,greedy_modularity,9,33
__name__:מוראד חסן,מוראד חסן,greedy_modularity,9,33
__name__:פיני גואטה,פיני גואטה,greedy_modularity,9,33
מעין_וינשטוק,מעין וינשטוק,greedy_modularity,9,33
אתי_גרוטס,אתי גרוטס,greedy_modularity,9,33
__name__:דן קיזלר,דן קיזלר,greedy_modularity,9,33
__name__:ניר ברק,ניר ברק,greedy_modularity,9,33
__name__:יעל מפציר בוצר,יעל מפציר בוצר,greedy_modularity,9,33
מעיין_לאוב,מעיין לאוב,greedy_modularity,9,33
יונתן_בר-אור_(1981),יונתן בר-אור,greedy_modularity,9,33
אסיה_נייפלד,אסיה נייפלד,greedy_modularity,9,33
__name__:מעיין הרוש,מעיין הרוש,greedy_modularity,9,33
דנה_לרר,דנה לרר,greedy_modularity,9,33
__name__:אורן פרג',אורן פרג',greedy_modularity,9,33
אמיר_דוליצקי,אמיר דוליצקי,greedy_modularity,9,33
אלון_דהן,אלון דהן,greedy_modularity,9,33
בר_בלפר,בר בלפר,greedy_modularity,9,33
הילה_מצקר-הלוי,הילה מצקר-הלוי,greedy_modularity,9,33
__name__:רפי קלמר,רפי קלמר,greedy_modularity,9,33
יובל_מנדלסון,יובל מנדלסון,greedy_modularity,9,33
גדי_יגיל,גדי יגיל,greedy_modularity,9,33
__name__:הילי ישראל,הילי ישראל,greedy_modularity,9,33
יוסי_קאנץ,יוסי קאנץ,greedy_modularity,9,33
__name__:ערן בן-צבי,ערן בן-צבי,greedy_modularity,9,33
תמר_קינן,תמר קינן,greedy_modularity,9,33
עדי_בילסקי,עדי בילסקי,greedy_modularity,9,33
תמרה_קלינגון,תמרה קלינגון,greedy_modularity,9,33
דני_שגב,דני שגב,greedy_modularity,9,33
רינת_מטטוב,רינת מטטוב,greedy_modularity,9,33
ארז_שפריר,ארז שפריר,greedy_modularity,10,27
אייל_רוזלס,אייל רוזלס,greedy_modularity,10,27
נילי_צרויה,נילי צרויה,greedy_modularity,10,27
נתן_זהבי,נתן זהבי,greedy_modularity,10,27
יצחק_חזקיה,יצחק חזקיה,greedy_modularity,10,27
גדליה_בסר,גדליה בסר,greedy_modularity,10,27
דובי_גל,דובי גל,greedy_modularity,10,27
יוגב_יפת,יוגב יפת,greedy_modularity,10,27
אריק_קנלר,אריק קנלר,greedy_modularity,10,27
יעל_טל,יעל טל,greedy_modularity,10,27
__name__:נאוה זיו,נאוה זיו,greedy_modularity,10,27
ניצה_שאול,ניצה שאול,greedy_modularity,10,27
__name__:דורון צברי,דורון צברי,greedy_modularity,10,27
אורי_גוטליב,אורי גוטליב,greedy_modularity,10,27
יהודה_נהרי,יהודה נהרי,greedy_modularity,10,27
__name__:ג'ורג' אסכנדר,ג'ורג' אסכנדר,greedy_modularity,10,27
עינת_ויצמן,עינת ויצמן,greedy_modularity,10,27
מורן_רוזנבלט,מורן רוזנבלט,greedy_modularity,10,27
אורי_בנאי,אורי בנאי,greedy_modularity,10,27
__name__:אייל סלמה,אייל סלמה,greedy_modularity,10,27
מרדכי_שפיגלר,מרדכי שפיגלר,greedy_modularity,10,27
אורי_יניב,אורי יניב,greedy_modularity,10,27
בובי_לקס,בובי לקס,greedy_modularity,10,27
שמוליק_קראוס,שמוליק קראוס,greedy_modularity,10,27
מריה_אובנוב,מריה אובנוב,greedy_modularity,10,27
אלדד_פריבס,אלדד פריבס,greedy_modularity,10,27
__name__:ליה ברנט,ליה ברנט,greedy_modularity,10,27
__name__:דני רוטנברג,דני רוטנברג,greedy_modularity,11,24
דור_צויגנבום,דור צויגנבום,greedy_modularity,11,24
אביטל_דיקר,אביטל דיקר,greedy_modularity,11,24
סשה_אגרונוב,סשה אגרונוב,greedy_modularity,11,24
__name__:יונתן שיראי,יונתן שיראי,greedy_modularity,11,24
הנרי_דוד,הנרי דוד,greedy_modularity,11,24
__name__:סמירה סארייה,סמירה סארייה,greedy_modularity,11,24
__name__:אור ברק,אור ברק,greedy_modularity,11,24
__name__:נדיה טיכונובה,נדיה טיכונובה,greedy_modularity,11,24
__name__:משי אולינסקי,משי אולינסקי,greedy_modularity,11,24
שרה_אדלר,שרה אדלר,greedy_modularity,11,24
יעל_הדר,יעל הדר,greedy_modularity,11,24
נועה_קנולר,נועה קנולר,greedy_modularity,11,24
__name__:אדם צקמן,אדם צקמן,greedy_modularity,11,24
ליא_קניג,ליא קניג,greedy_modularity,11,24
אורן_שבו,אורן שבו,greedy_modularity,11,24
__name__:דניאל עדן,דניאל עדן,greedy_modularity,11,24
__name__:עדן חלילי,עדן חלילי,greedy_modularity,11,24
__name__:גל זייד,גל זייד,greedy_modularity,11,24
שירה_האס,שירה האס,greedy_modularity,11,24
זהרירה_חריפאי,זהרירה חריפאי,greedy_modularity,11,24
__name__:תמיר מולא,תמיר מולא,greedy_modularity,11,24
יוסף_כרמון,יוסף כרמון,greedy_modularity,11,24
סמי_הורי,סמי הורי,greedy_modularity,11,24
לימור_גולדשטיין,לימור גולדשטיין,greedy_modularity,12,17
חן_יאני,חן יאני,greedy_modularity,12,17
לירון_וייסמן,לירון וייסמן,greedy_modularity,12,17
עמי_ויינברג,עמי ויינברג,greedy_modularity,12,17
איתי_לב_(במאי),איתי לב,greedy_modularity,12,17
לוסי_דובינצ'יק,לוסי דובינצ'יק,greedy_modularity,12,17
שלום_מיכאלשווילי,שלום מיכאלשווילי,greedy_modularity,12,17
אמה_מדינג,אמה מדינג,greedy_modularity,12,17
ליאת_גליק,ליאת גליק,greedy_modularity,12,17
ציון_ברוך,ציון ברוך,greedy_modularity,12,17
אייל_שכטר,אייל שכטר,greedy_modularity,12,17
אסי_ישראלוף,אסי ישראלוף,greedy_modularity,12,17
אביה_מלכה,אביה מלכה,greedy_modularity,12,17
יעל_רייך,יעל רייך,greedy_modularity,12,17
__name__:חליל אלוהב,חליל אלוהב,greedy_modularity,12,17
__name__:קרולניה רודריגז נרנג'ו,קרולניה רודריגז נרנג'ו,greedy_modularity,12,17
דוד_שאול,דוד שאול,greedy_modularity,12,17
__name__:שרון פרידמן,שרון פרידמן,greedy_modularity,13,11
יוסוף_אבו_ורדה,יוסוף אבו ורדה,greedy_modularity,13,11
אורי_אברהמי,אורי אברהמי,greedy_modularity,13,11
מירב_גרובר,מירב גרובר,greedy_modularity,13,11
נולי_עומר,נולי עומר,greedy_modularity,13,11
טל_קלאי,טל קלאי,greedy_modularity,13,11
אביטל_אברג'יל,אביטל אברג'יל,greedy_modularity,13,11
__name__:אלינור קלוגר,אלינור קלוגר,greedy_modularity,13,11
הילה_וידור,הילה וידור,greedy_modularity,13,11
יובל_ינאי,יובל ינאי,greedy_modularity,13,11
אפרת_אביב,אפרת אביב,greedy_modularity,13,11
__name__:אסף קליין,אסף קליין,greedy_modularity,14,8
__name__:רפאל גרינשטיין,רפאל גרינשטיין,greedy_modularity,14,8
ששי_גז,ששי גז,greedy_modularity,14,8
__name__:הלל שמעון,הלל שמעון,greedy_modularity,14,8
עמירן_דביר,עמירן דביר,greedy_modularity,14,8
ישי_לפידות,ישי לפידות,greedy_modularity,14,8
__name__:ישראל מאיר וולקן,ישראל מאיר וולקן,greedy_modularity,14,8
ג'וש_שגיא,ג'וש שגיא,greedy_modularity,14,8
__name__:שחר כרמל,שחר כרמל,greedy_modularity,15,7
ברק_שמיר,ברק שמיר,greedy_modularity,15,7
__name__:עידן שרוקה,עידן שרוקה,greedy_modularity,15,7
אנה_זק,אנה זק,greedy_modularity,15,7
קובי_מאור,קובי מאור,greedy_modularity,15,7
אולה_שור-סלקטר,אולה שור-סלקטר,greedy_modularity,15,7
__name__:עומר דהן,עומר דהן,greedy_modularity,15,7
רובא_בלאל-עספור,רובא בלאל-עספור,greedy_modularity,16,7
__name__:עמאל בויראט,עמאל בויראט,greedy_modularity,16,7
למיס_עמאר,למיס עמאר,greedy_modularity,16,7
__name__:חוסיין יאסין מחאג'נה,חוסיין יאסין מחאג׳נה,greedy_modularity,16,7
__name__:הייתאם עומארי,הייתאם עומארי,greedy_modularity,16,7
__name__:חדיג'ה אל עאכד,חדיג'ה אל עאכד,greedy_modularity,16,7
__name__:ג'לאל מסרוה,ג'לאל מסרוה,greedy_modularity,16,7
אברהם_שלום,אברהם שלום,greedy_modularity,17,6
עמי_אילון,עמי אילון,greedy_modularity,17,6
יעקב_פרי,יעקב פרי,greedy_modularity,17,6
יובל_דיסקין,יובל דיסקין,greedy_modularity,17,6
אבי_דיכטר,אבי דיכטר,greedy_modularity,17,6
כרמי_גילון,כרמי גילון,greedy_modularity,17,6
עזרא_דגן,עזרא דגן,greedy_modularity,18,5
__name__:ליאור סורוקה,ליאור סורוקה,greedy_modularity,18,5
ציון_אשכנזי,ציון אשכנזי,greedy_modularity,18,5
תמר_אלקן,תמר אלקן,greedy_modularity,18,5
יעקב_בודו,יעקב בודו,greedy_modularity,18,5
__name__:מורן לולו,מורן לולו,greedy_modularity,19,4
__name__:דור בן אלישע,דור בן אלישע,greedy_modularity,19,4
רפי_רותם,רפי רותם,greedy_modularity,19,4
__name__:נופר אוחיון,נופר אוחיון,greedy_modularity,19,4
יובל_סגל_(1980),יובל סגל,greedy_modularity,20,4
שרון_צור,שרון צור,greedy_modularity,20,4
__name__:איציק עצמון,איציק עצמון,greedy_modularity,20,4
אהובה_קרן,אהובה קרן,greedy_modularity,20,4
אסף_פרי,אסף פרי,greedy_modularity,21,4
__name__:אפרת וינטראוב,אפרת וינטראוב,greedy_modularity,21,4
__name__:צחי סדן,צחי סדן,greedy_modularity,21,4
מי-רן_מנקס,מי-רן מנקס,greedy_modularity,21,4
__name__:צחי גראד,צחי גראד,greedy_modularity,22,4
__name__:יובל שרף,יובל שרף,greedy_modularity,22,4
__name__:אלון אבוטבול,אלון אבוטבול,greedy_modularity,22,4
